Geneid	B1Z.sam	B2Z.sam	B3Z.sam	P1Z.sam	P2Z.sam	P3Z.sam
PA0356	366	254	207	865	836	372
PA0357	1755	1030	1126	2225	2768	2469
PA0358	196	186	117	438	578	278
PA0359	1997	1675	1630	4370	2321	3996
PA0360	1072	891	619	2343	2165	3034
PA0361	2004	1234	1182	1895	2237	2402
PA0362	644	800	542	1211	1001	887
PA0363	1058	585	632	1706	1796	928
PA0364	394	311	309	534	533	434
PA0365	353	270	290	254	258	431
PA0366	856	1078	677	771	894	927
PA0367	921	901	699	767	720	935
PA0367a	282	240	172	509	528	720
PA0368	920	640	622	1167	1321	1622
PA0370	858	622	716	1522	1768	1900
PA0371	1867	1797	1658	4752	4573	3640
PA0372	2281	1978	2275	4309	4856	3816
PA0373	4417	2961	2848	5026	5840	5188
PA0374	1041	833	778	2533	2530	2032
PA0375	1634	1166	1210	3685	4037	3087
PA0376	18118	13095	10993	17449	17916	13159
PA0377	482	342	348	536	645	565
PA0378	310	196	169	511	718	441
PA0379	549	428	327	419	444	391
PA0380	178	127	92	265	280	168
PA0381	1765	849	990	4044	4782	3040
PA0382	956	533	549	1934	2957	1793
PA0383	580	526	386	498	540	495
PA0384	178	114	93	128	86	52
PA0385	173	93	165	281	204	162
PA0386	667	417	519	864	1349	1397
PA0387	1266	1096	997	2328	3292	2284
PA0388	1689	1508	1305	3220	2932	2580
PA0389	443	312	305	1790	1435	1227
PA0390	693	425	438	2866	2806	1814
PA0391	1287	1332	984	2245	1814	1679
PA0392	558	435	408	1946	1823	981
PA0393	1014	643	686	1630	2561	1636
PA0394	2000	1273	1498	2468	2213	2508
PA0395	3158	2145	1767	2703	2321	2067
PA0396	2024	1909	1432	2484	1771	2217
PA0397	979	1033	694	506	398	549
PA0398	552	408	465	1576	1054	615
PA0399	3130	2208	2444	2699	3500	3974
PA0400	3051	2036	2394	2513	3152	4236
PA0401	1883	1330	1266	4195	5324	5562
PA0402	1363	1214	971	6470	5612	5071
PA0403	821	648	543	3587	3637	3692
PA0404	943	676	626	969	1296	1004
PA0405	1507	1193	1164	1818	1767	2055
PA0406	594	415	419	1133	994	767
PA0407	2159	1821	1666	3593	2398	2982
PA0408	1885	1575	1446	6444	3433	3887
PA0409	704	495	533	3187	1892	3434
PA0410	853	491	635	3519	3580	5580
PA0411	2072	1255	1506	13140	11670	11121
PA0412	580	323	359	2137	2248	2210
PA0413	5769	3811	4460	15004	18045	23110
PA0414	294	170	218	1240	1280	927
PA0415	327	290	305	1000	812	959
PA0416	95	70	91	382	338	307
PA0417	231	116	194	293	360	279
PA0418	346	264	273	1106	1331	1718
PA0419	459	257	261	799	1362	1092
PA0420	776	612	519	2454	3029	2346
PA0421	3048	1558	1733	3175	4360	3839
PA0422	1685	953	1055	1403	1713	1317
PA0423	2856	2377	2228	15516	9645	4666
PA0424	1756	1185	1195	783	688	885
PA0425	2539	1914	1562	6299	7892	5476
PA0426	6189	4897	4283	21227	24907	19146
PA0427	1568	1266	1185	7575	8906	7390
PA0428	3684	3515	3103	10107	16776	12692
PA0429	2899	2383	2515	4549	4709	3702
PA0430	1655	1655	1527	1804	3048	2343
PA0431	1345	1182	1490	1614	2361	2505
PA0432	9873	9447	10005	16102	21195	15379
PA0433	459	365	459	159	258	160
PA0434	681	629	558	299	439	668
PA0435	150	97	84	93	142	152
PA0436	608	766	566	1500	691	689
PA0437	868	632	556	2370	2582	2126
PA0438	205	153	144	459	724	447
PA0439	110	154	131	92	83	85
PA0440	409	468	377	190	196	220
PA0441	663	774	485	167	213	275
PA0442	2	6	3	0	2	2
PA0443	247	248	150	101	85	146
PA0444	457	520	301	283	270	269
PA0445	322	264	239	336	326	389
PA0446	2532	2402	3418	933	917	1143
PA0447	2874	3393	8677	1614	1233	1232
PA0448	314	182	183	826	883	851
PA0449	814	1025	690	1619	910	748
PA0450	286	301	220	274	373	347
PA0451	9966	9829	6990	343	352	904
PA0452	1014	1817	698	131	91	112
PA0451a	365	600	278	256	189	246
PA0454	887	725	780	1691	1414	1524
PA0455	2433	1867	1862	2307	2563	2527
PA0456	10588	16643	14571	83239	20767	9111
PA0457	279	207	220	476	381	339
PA0457.1	74	92	66	316	299	303
PA0458	576	418	446	1340	1285	994
PA0459	3667	2167	2395	4219	4134	4937
PA0460	3766	4461	4712	5600	5889	3510
PA0461	1500	1067	1108	2694	2746	2295
PA0462	1761	1765	2039	1668	1846	1107
PA0463	418	283	302	677	819	634
PA0464	627	433	425	1292	1302	1478
PA0465	65	73	76	1277	961	563
PA0466	19	26	22	85	102	91
PA0467	454	220	301	651	681	741
PA0468	550	508	469	807	982	864
PA0469	1487	1321	784	1741	2043	2297
PA0470	1900	1519	1074	566	861	979
PA0471	738	493	427	62	99	47
PA0472	1201	870	671	89	91	37
PA0473	1436	1523	1105	1574	1320	1299
PA0474	30	36	9	20	20	33
PA0475	291	208	171	268	324	258
PA0476	939	1221	781	649	489	954
PA0477	245	163	181	583	547	556
PA0478	501	305	356	496	445	526
PA0479	405	445	292	480	505	771
PA0480	30	18	24	53	66	70
PA0481	56	40	44	102	134	104
PA0482	4462	4156	3379	8269	7893	5497
PA0483	1993	2084	1579	449	444	574
PA0484	3197	2379	2116	556	430	456
PA0485	460	487	437	740	788	499
PA0486	1048	839	742	1129	1151	1135
PA0487	366	303	292	1137	1029	640
PA0488	98	55	56	56	67	52
PA0489	390	450	401	353	378	259
PA0490	955	1154	1087	653	481	443
PA0491	674	674	392	650	615	605
PA0492	346	498	372	334	600	231
PA0493	141	158	162	55	129	121
PA0494	502	593	410	333	655	493
PA0495	689	930	564	577	818	595
PA0496	653	693	410	429	582	418
PA0497	170	147	119	226	153	182
PA0498	621	468	521	816	387	1057
PA0499	392	347	297	194	122	336
PA0500	2231	2117	2543	4359	5809	5178
PA0501	420	357	411	726	1624	1188
PA0502	591	425	400	775	1384	1141
PA0503	153	132	155	270	453	328
PA0504	131	92	119	152	339	239
PA0505	15433	21388	9565	1736	1417	3214
PA0506	7939	6595	5664	12951	12049	6351
PA0507	576	601	316	730	828	747
PA0508	1008	837	695	1356	1680	1543
PA0509	2703	1212	1806	1284	886	1789
PA0510	1286	634	871	576	370	704
PA0511	1232	815	930	890	558	840
PA0512	819	464	633	428	383	804
PA0513	348	175	277	393	283	448
PA0514	1015	643	859	574	537	1087
PA0515	1126	568	705	729	637	935
PA0516	2799	1544	1939	2253	1986	2933
PA0517	378	116	194	103	128	374
PA0518	1935	1093	1777	1143	837	2281
PA0519	18104	9929	11927	21658	13389	22146
PA0520	4394	3120	2709	1148	784	640
PA0521	846	532	555	102	118	95
PA0522	151	95	85	36	30	39
PA0523	15853	12540	8667	739	389	800
PA0524	36672	26294	20854	1476	1128	1521
PA0525	5199	2945	2878	903	876	1133
PA0526	413	489	380	377	303	653
PA0527	2361	1664	1401	5315	3244	2383
PA0527.1	9241	37500	33223	2594	1333	2772
PA0528	210	180	136	575	664	639
PA0529	323	564	337	2084	1159	2729
PA0530	174	113	114	679	761	876
PA0531	143	152	141	263	277	258
PA0532	224	179	151	227	154	299
PA0533	429	364	329	1008	1074	930
PA0534	4131	5277	5840	481	623	648
PA0535	999	937	1221	243	496	531
PA0536	1185	805	1152	5139	5620	5422
PA0537	1382	1228	1453	5204	5199	4356
PA0538	783	527	599	407	537	396
PA0539	153	175	89	275	182	260
PA0540	260	121	175	140	195	165
PA0541	1148	687	741	1958	2460	2852
PA0542	3537	1974	1990	4452	5485	9220
PA0543	722	599	486	307	407	364
PA0544	666	613	509	560	666	470
PA0545	664	579	907	5163	4721	11768
PA0546	7135	11781	14750	10108	16544	11214
PA0547	4747	5109	8014	2236	3164	2675
PA0548	5708	3796	4677	12439	17229	13202
PA0549	420	221	321	1136	1689	1373
PA0550	809	510	542	576	752	1031
PA0551	987	726	711	2441	2526	1700
PA0552	3269	2018	2250	6878	9372	8508
PA0553	721	693	616	837	1051	955
PA0554	1136	975	948	843	1242	2012
PA0555	4179	4208	3885	16073	14235	8441
PA0556	237	243	221	567	826	845
PA0557	293	389	220	248	249	169
PA0558	5205	4534	3311	795	1189	1486
PA0559	1473	1261	776	658	874	791
PA0560	422	399	259	481	295	246
PA0561	269	204	208	731	492	439
PA0562	536	390	365	682	878	675
PA0563	788	562	475	20705	17246	10079
PA0564	229	118	116	316	439	362
PA0565	1748	3923	1161	203	168	235
PA0566	1541	2964	994	630	652	927
PA0567	444	1102	437	512	316	280
PA0568	307	269	251	604	659	671
PA0569	104	81	51	325	379	365
PA0570	99	44	61	171	267	312
PA0571	227	204	206	815	785	513
PA0572	637	441	488	757	729	918
PA0573	158	155	132	170	172	202
PA0574	223	170	169	1159	672	592
PA0574.1	16	15	7	4	0	20
PA0575	1732	1518	1163	548	498	743
PA0576	20043	15630	14838	28092	29987	25059
PA0577	2478	2307	2233	5739	4214	3647
PA0578	334	291	280	1407	1844	856
PA0579	795	655	812	3789	1451	840
PA0580	723	512	446	1258	1836	1049
PA0581	903	678	595	872	900	1133
PA0582	121	70	73	91	144	226
PA0583	238	185	139	355	444	324
PA0584	1490	956	740	955	1196	1450
PA0585	440	414	262	128	85	117
PA0586	4488	4297	3605	995	647	652
PA0587	5554	4711	3513	950	750	694
PA0588	23200	22672	16319	4180	3108	3248
PA0589	374	385	311	683	495	382
PA0590	1071	902	857	1989	1918	1899
PA0591	239	251	176	870	419	279
PA0592	701	500	562	1117	1041	702
PA0593	2425	1288	1849	3140	3486	4742
PA0594	3419	2438	2718	10566	10680	7798
PA0595	8917	6756	7704	21856	18872	12861
PA0596	1949	1650	1519	3051	3678	5619
PA0597	200	180	167	650	869	718
PA0598	727	571	634	1123	1255	1227
PA0599	1291	976	931	1055	1296	1292
PA0600	1204	935	751	1433	1496	1724
PA0601	545	473	286	880	718	599
PA0602	896	473	443	767	801	1417
PA0603	719	443	438	351	2534	2377
PA0604	2423	1294	1193	517	5137	8237
PA0605	626	390	320	291	1881	2585
PA0606	391	211	233	148	1468	1908
PA0607	1744	1152	1014	1934	1991	1541
PA0608	880	489	574	1386	1565	1390
PA0609	1848	1159	1129	4098	4165	3042
PA0610	283	377	181	848	648	413
PA0611	518	437	371	1545	1808	1790
PA0612	38	18	22	38	65	43
PA0613	72	59	38	64	152	84
PA0614	17	34	21	13	35	12
PA0615	387	245	221	318	422	461
PA0616	113	104	71	161	228	133
PA0617	32	29	22	38	112	36
PA0618	95	91	67	98	200	112
PA0619	79	88	72	133	290	167
PA0620	583	632	441	683	878	599
PA0621	96	101	118	274	154	88
PA0622	313	282	227	365	718	396
PA0623	59	93	48	88	192	97
PA0624	49	35	38	60	147	55
PA0625	319	294	223	312	835	494
PA0626	173	159	122	104	299	210
PA0627	16	4	5	9	16	17
PA0628	89	76	70	136	265	165
PA0629	63	56	26	59	111	64
PA0630	16	12	15	51	82	56
PA0631	34	43	19	55	68	28
PA0633	124	106	79	79	331	72
PA0634	55	41	39	32	171	49
PA0635	92	62	72	62	181	55
PA0636	170	164	104	92	313	140
PA0637	45	38	34	38	80	60
PA0638	53	23	27	25	110	65
PA0639	51	65	31	32	90	75
PA0640	51	51	29	34	64	45
PA0641	512	482	380	528	971	651
PA0643	242	232	166	246	260	196
PA0644	106	124	78	124	59	105
PA0645	118	73	108	98	112	125
PA0646	612	585	498	653	520	783
PA0647	475	427	414	153	149	271
PA0648	198	163	178	215	91	183
PA0649	1665	1345	1142	2837	2818	2757
PA0650	1336	1182	945	2576	3011	1760
PA0651	1589	1008	920	3451	3873	2529
PA0652	2881	2529	2469	6364	3619	3403
PA0653	1528	985	1109	1463	1495	1030
PA0654	745	550	436	2216	2347	1186
PA0655	6146	4378	3158	3727	3439	4999
PA0656	1344	1342	984	348	244	400
PA0657	647	496	388	1266	1143	1296
PA0658	977	713	861	1762	2017	2539
PA0659	1092	588	710	8443	7186	6448
PA0660	1977	1231	1276	2480	2607	2845
PA0661	373	353	292	627	514	424
PA0662	1323	767	833	1845	2784	2755
PA0663	435	286	319	1194	1264	1146
PA0664	734	455	511	1586	1971	1699
PA0665	3687	3455	2396	1728	1653	2065
PA0666	2219	1570	1580	2929	2733	2093
PA0667	2621	2466	2661	7280	4418	2672
PA0668	3471	2169	2607	4593	5285	4645
PA0668.1	3649	10083	35868	391149	14052	20794
PA0668.2	269	185	216	496	305	629
PA0668.3	61	21	42	76	80	59
PA0668.4	13038	29258	58746	672185	25305	51639
PA0668.5	24	45	93	1075	401	597
PA0669	345	337	253	372	359	331
PA0670	120	126	106	136	189	163
PA0671	146	105	79	93	139	142
PA0672	3393	1915	1341	94	160	124
PA0673	226	142	121	67	65	58
PA0674	59	64	37	50	67	56
PA0675	25	22	16	29	15	28
PA0676	76	55	61	80	96	61
PA0677	14	18	11	7	25	13
PA0678	15	19	11	7	12	11
PA0679	202	207	154	60	77	134
PA0680	62	54	37	33	25	26
PA0681	32	37	25	41	41	46
PA0682	42	25	20	15	38	33
PA0683	18	9	8	18	11	16
PA0684	0	11	6	13	12	6
PA0685	96	120	103	103	133	173
PA0686	37	42	22	55	67	78
PA0687	18	28	12	30	40	54
PA0688	965	1054	786	595	759	976
PA0689	522	480	421	609	279	431
PA0690	2145	2045	1594	2560	2292	2613
PA0691	9	14	15	6	2	9
PA0692	32	59	34	77	51	61
PA0693	68	58	51	68	90	56
PA0694	9	11	4	24	18	16
PA0695	11	7	9	20	38	35
PA0696	208	200	152	154	143	225
PA0697	11	11	7	19	21	26
PA0698	16	8	4	19	24	27
PA0699	35	20	17	63	66	40
PA0700	24	14	11	12	20	12
PA0701	76	72	32	114	131	123
PA0701a	92	46	61	104	132	121
PA0702	22	32	28	116	115	137
PA0703	265	198	197	210	267	254
PA0704	889	721	638	434	592	380
PA0705	1019	784	759	2967	2555	1468
PA0706	665	455	418	1319	1139	776
PA0707	334	150	143	116	150	144
PA0708	367	315	302	408	494	432
PA0709	45	56	39	49	36	38
PA0710	36	24	24	34	46	48
PA0711	59	27	53	77	127	85
PA0712	569	268	343	308	170	281
PA0713	366	270	253	632	191	370
PA0714	673	440	609	216	161	598
PA0714.1	109	127	122	121	39	72
PA0715	6077	5501	4513	500	301	1865
PA0716	4132	3371	3861	582	294	1495
PA0718	47	55	66	114	104	126
PA0719	116	88	84	135	124	191
PA0720	25	46	26	85	108	92
PA0721	0	2	1	0	1	1
PA0722	37	49	52	112	152	180
PA0723	339	411	384	951	872	590
PA0724	112	115	77	95	69	84
PA0725	17	9	8	16	9	21
PA0726	208	179	134	134	125	176
PA0727	97	140	105	144	120	123
PA0728	87	83	74	209	148	141
PA0729	1984	1396	925	2313	1750	2234
PA0729.1	89	52	65	134	165	187
PA0730	1100	1186	1004	2290	1311	1090
PA0731	2926	2690	2167	821	588	819
PA0732	1169	1001	942	1319	1003	918
PA0733	594	375	365	269	285	233
PA0734	525	518	438	222	227	208
PA0735	277	185	228	1137	1420	1090
PA0736	586	416	457	1165	1551	988
PA0736a	3530	4072	3516	814	1005	736
PA0737	948	913	572	283	433	229
PA0738	122	85	81	53	67	62
PA0739	120	132	165	348	346	376
PA0740	130	150	92	296	227	215
PA0741	340	238	217	164	196	175
PA0742	294	273	277	174	155	80
PA0743	1309	961	823	125	137	165
PA0744	967	425	501	506	550	660
PA0745	762	535	460	597	514	465
PA0746	981	584	618	426	370	461
PA0747	1777	996	978	1578	1291	1390
PA0749	286	193	171	918	919	884
PA0750	315	226	225	2015	1869	1196
PA0751	439	164	188	314	414	452
PA0752	743	573	494	147	183	155
PA0753	162	139	57	20	29	29
PA0754	1179	1285	702	223	211	195
PA0755	503	643	396	73	68	87
PA0756	296	196	205	282	397	240
PA0757	1093	568	504	593	733	719
PA0758	2226	1795	1051	1184	1038	701
PA0759	1691	1449	1235	1722	1760	1496
PA0760	477	293	335	443	662	599
PA0761	3941	3886	2724	4303	3800	3394
PA0762	13319	11391	10423	6605	5297	4196
PA0763	9537	10682	9761	8069	8980	7574
PA0764	3404	3825	3543	4565	5909	4295
PA0765	2042	2252	2295	1881	2366	2438
PA0766	5578	6320	6147	17789	19977	12366
PA0767	3723	2360	2611	7803	8011	6567
PA0768	2652	2335	2416	5782	4690	3001
PA0769	633	561	520	659	617	732
PA0770	966	620	670	1721	2323	1561
PA0771	1214	885	970	3116	3245	2434
PA0772	143	116	117	111	339	128
PA0773	1528	1044	1087	2370	3343	2796
PA0774	224	125	121	698	1110	641
PA0775	228	176	202	971	1006	540
PA0776	127	64	56	65	75	33
PA0777	988	500	446	473	474	334
PA0778	1155	793	688	546	690	826
PA0779	67782	58970	42177	17898	19970	28231
PA0780	4104	2362	2459	1157	1330	1201
PA0781	417	320	265	229	331	336
PA0782	61281	37791	49298	94667	143205	118564
PA0783	30239	18369	22837	65794	66092	40013
PA0784	4063	2939	2508	1819	2044	2170
PA0785	53	52	34	194	193	132
PA0786	10	8	4	27	41	28
PA0787	520	359	312	745	888	1135
PA0788	1645	1437	1344	805	782	966
PA0788a	702	718	482	185	171	248
PA0789	811	686	747	8407	6241	3949
PA0790	127	133	74	192	248	273
PA0791	362	234	208	279	334	351
PA0792	1996	1454	1138	837	696	709
PA0793	1103	919	775	727	673	801
PA0794	3554	3083	2495	3771	3736	3776
PA0795	5781	5157	3848	4135	3297	3514
PA0796	2768	2272	1715	1620	1434	1115
PA0797	1212	910	654	288	340	237
PA0798	758	663	592	116	167	189
PA0799	831	576	551	1415	1891	1206
PA0800	62	50	38	25	49	19
PA0801	958	1525	1099	263	477	192
PA0802	31	34	23	46	120	23
PA0803	436	339	341	119	145	99
PA0804	1377	971	946	474	485	512
PA0805	3223	4756	3242	1564	1078	1121
PA0806	499	477	337	143	241	254
PA0807	356	426	505	313	261	231
PA0808	252	237	212	106	141	119
PA0809	149	136	93	103	107	106
PA0810	717	525	409	373	395	355
PA0811	265	311	188	195	215	210
PA0812	178	198	169	166	146	188
PA0813	339	242	198	172	219	207
PA0814	101	111	80	22	18	26
PA0815	593	488	431	1034	874	820
PA0816	210	146	142	700	677	824
PA0817	105	105	104	237	235	215
PA0818	93	62	92	131	92	89
PA0819	73	42	44	64	56	99
PA0820	1126	1045	1127	2326	972	1467
PA0821	641	516	612	1129	643	859
PA0823	105	61	75	147	146	176
PA0824	99	78	77	207	228	302
PA0825	62	68	51	35	40	42
PA0826	92	188	75	125	27	54
PA0826.2	2496359	5179028	4203338	1457253	919522	1823760
PA0827	271	168	228	453	251	232
PA0828	309	289	247	139	150	190
PA0829	125	77	102	105	102	86
PA0830	628	548	420	1183	497	513
PA0831	627	482	476	1257	1722	1310
PA0832	861	630	513	1141	974	738
PA0833	7064	8956	7405	12787	11850	6260
PA0834	384	231	296	536	552	609
PA0835	3788	2771	2456	10342	10904	16563
PA0836	1664	1286	1005	11980	8108	10959
PA0836.1	69	55	29	250	130	265
PA0837	10180	8927	7206	6261	7734	3898
PA0838	2794	2231	1930	2290	2421	2143
PA0839	214	460	164	394	581	263
PA0840	1210	2364	744	1377	1967	1536
PA0841	489	325	263	964	728	725
PA0842	189	130	90	176	201	270
PA0843	126	132	190	158	159	68
PA0844	235	298	298	182	168	193
PA0845	238	205	173	475	441	752
PA0846	1695	942	1137	1394	1517	932
PA0847	676	571	498	580	400	482
PA0848	113	93	100	395	357	230
PA0849	462	387	332	515	609	366
PA0850	110	88	61	66	75	71
PA0851	1092	1119	1150	359	443	446
PA0852	23934	14937	22427	1597	1741	2167
PA0853	666	655	611	956	1392	1121
PA0854	2415	2823	2730	3593	3681	2762
PA0855	624	399	482	1704	1973	1889
PA0856	3527	4639	4405	5480	3882	3234
PA0857	2805	3389	3632	3966	3464	2501
PA0858	1572	1107	938	1947	2520	1394
PA0859	1095	762	547	307	692	633
PA0860	802	571	514	1267	1444	965
PA0861	6217	5867	5098	3982	3074	4113
PA0862	7013	7039	4977	3532	3153	4712
PA0863	522	313	269	193	366	498
PA0864	326	282	243	99	125	95
PA0865	40594	50253	38593	28023	6091	3680
PA0866	21877	15450	12154	1218	574	413
PA0867	5225	3324	2639	4841	5050	4321
PA0868	843	719	538	535	725	568
PA0869	2237	2086	1635	2995	2185	2228
PA0870	10759	8405	7095	9796	7396	7560
PA0871	3046	3752	3359	5527	2641	3681
PA0872	12017	13373	11522	17588	5556	6665
PA0873	931	816	779	2468	2941	3673
PA0874	96	115	96	224	184	310
PA0875	591	627	476	395	428	613
PA0876	1711	1716	1455	2117	1941	2096
PA0877	340	268	188	376	442	437
PA0878	243	247	96	50	32	52
PA0879	430	423	191	108	128	130
PA0880	76	62	30	11	17	28
PA0881	204	165	111	34	57	81
PA0882	198	200	89	95	112	93
PA0883	372	171	77	43	57	47
PA0884	272	219	140	113	64	74
PA0885	76	50	33	35	30	29
PA0886	181	127	80	112	96	108
PA0887	2878	7115	6575	24513	13116	9365
PA0887.1	43	93	99	89	55	61
PA0888	3698	3133	2787	13265	8336	4529
PA0889	593	399	368	1326	1236	958
PA0890	208	117	128	1902	1423	687
PA0891	848	408	549	3212	3464	2483
PA0892	354	170	216	3050	2519	1599
PA0893	1670	1121	1206	2739	2754	2574
PA0894	159	151	107	354	363	203
PA0895	4392	2752	2534	20963	14462	12626
PA0896	1748	1101	822	4546	3209	4296
PA0897	1337	694	611	4403	3429	2993
PA0898	1318	732	688	4368	3912	4128
PA0899	2257	1596	1194	6062	3890	4089
PA0900	635	512	378	3312	1640	1306
PA0901	2359	1657	1771	6715	4611	4900
PA0902	1414	871	847	1423	1851	1697
PA0903	3681	2047	2161	8581	10302	6245
PA0904	2591	1613	1731	7094	7929	6009
PA0905	5959	6860	6181	3301	2371	3863
PA0905.1	5352	5360	4060	1349	1415	1121
PA0905.2	2150	1002	1044	952	937	644
PA0905.3	274	94	97	111	148	91
PA0906	240	205	168	673	568	332
PA0907	247	279	138	250	278	317
PA0908	7	9	11	21	23	13
PA0909	27	31	28	13	29	21
PA0910	62	69	49	61	98	46
PA0911	291	339	263	166	132	148
PA0912	71	67	63	70	49	69
PA0913	1627	860	699	2626	2690	1542
PA0914	62	27	39	108	147	106
PA0915	75	53	36	96	119	81
PA0916	787	602	730	1669	1918	877
PA0917	1871	1405	1555	1569	1673	1335
PA0918	577	512	716	1161	684	808
PA0919	1508	1252	1336	2748	2615	2092
PA0920	750	658	901	2070	1984	1522
PA0921	1001	533	618	1071	1629	2622
PA0922	810	583	338	557	576	381
PA0922.1	49	29	38	20	9	17
PA0923	434	346	239	726	737	654
PA0924	308	291	268	393	362	342
PA0925	461	402	531	878	794	633
PA0926	703	478	481	618	646	540
PA0927	528	402	392	681	637	395
PA0928	2976	2124	1974	3165	2406	2213
PA0929	2220	1488	1130	170	254	171
PA0930	862	722	445	369	380	376
PA0931	1131	1042	715	281	332	395
PA0932	1714	1147	1091	2848	2805	1751
PA0933	3461	2464	2413	3445	4226	3842
PA0934	4244	3290	2839	10142	10286	8112
PA0935	826	786	773	1330	1246	1207
PA0936	2946	2191	2460	2061	1925	1799
PA0937	1151	985	1120	2149	1801	1313
PA0938	4842	2548	2804	4627	6058	4154
PA0939	91	68	70	105	110	103
PA0940	65	131	63	176	118	108
PA0941	31	35	21	63	39	31
PA0942	755	659	761	899	729	724
PA0943	1451	1675	2076	6698	3823	2812
PA0944	461	439	495	1020	1135	730
PA0945	1201	865	844	3623	4031	2137
PA0946	3383	2331	2131	3264	3985	3755
PA0947	955	594	643	2748	3174	2055
PA0948	301	201	243	575	632	571
PA0949	880	778	668	1374	1713	1127
PA0950	819	670	528	545	625	609
PA0951	913	592	611	1182	1140	1176
PA0951a	239	408	178	290	221	273
PA0952	395	340	329	1424	1030	643
PA0953	2942	1998	1781	825	1038	1346
PA0954	641	430	458	391	361	558
PA0955	1889	1430	983	2130	2257	1863
PA0956	4211	2968	3533	10346	10496	7094
PA0957	437	414	245	381	392	409
PA0958	23453	20281	18777	48293	45415	42632
PA0959	4664	5015	3178	968	1042	1330
PA0960	395	468	338	210	214	175
PA0961	473	294	389	1317	1135	670
PA0962	2896	2956	3728	26309	10668	13554
PA0963	4924	3228	3565	15094	17564	13102
PA0964	2135	1571	1635	16941	17455	9124
PA0965	600	510	434	1250	1327	1043
PA0966	1446	917	854	1577	1955	1861
PA0967	2497	1862	2061	2854	3411	3863
PA0968	1618	1330	1258	1672	1681	1606
PA0969	4269	4381	4326	4897	5074	3565
PA0970	1719	1840	1699	2546	2861	1907
PA0971	6045	5996	6134	3819	4532	4478
PA0972	6899	7786	7651	13681	11727	10121
PA0973	16125	11706	11278	37766	42592	35158
PA0974	3628	2370	2299	2616	4015	5291
PA0975	489	362	363	477	531	211
PA0976	666	511	492	616	845	404
PA0976.1	133	78	89	185	209	120
PA0978	149	130	92	153	124	144
PA0979	154	152	114	67	78	112
PA0981	557	743	580	158	40	156
PA0982	984	899	671	498	349	493
PA0983	480	452	410	271	100	169
PA0984	258	319	267	28	27	135
PA0985	80	106	86	35	13	34
PA0986	27	6	30	17	14	18
PA0987	121	87	77	73	71	70
PA0988	512	469	437	455	520	403
PA0989	487	343	395	1391	1257	889
PA0990	472	475	580	438	274	344
PA0992	308	326	235	466	382	358
PA0993	10	4	28	117	12	24
PA0994	582	578	483	544	397	512
PA0995	775	644	490	660	378	440
PA0996	1314	1521	1739	3821	5924	5576
PA0997	1508	1840	2169	4226	6476	9886
PA0998	693	995	1059	2888	4274	5250
PA0999	873	1143	1242	3808	5928	5507
PA1000	1231	1416	1944	2694	4448	6797
PA1001	957	860	1307	2456	3655	4225
PA1002	828	603	739	572	859	826
PA1003	1284	1307	1145	1297	1042	895
PA1004	3201	2052	1963	4969	5988	5081
PA1005	3059	2110	2169	3095	2906	2803
PA1006	331	207	189	200	226	213
PA1007	712	402	466	985	1066	707
PA1008	1867	1553	1692	4615	3163	1965
PA1009	2473	1646	2020	3013	2554	2225
PA1010	5099	3829	3242	9509	10086	5692
PA1011	2907	1799	2025	7109	7939	6655
PA1012	1109	701	736	2574	2411	2199
PA1013	2153	1771	1722	7987	7786	6642
PA1013.1	225	279	220	248	211	253
PA1014	2092	1573	1498	2193	2290	2900
PA1015	564	433	342	1354	1454	1469
PA1016	339	259	256	726	924	680
PA1017	143	112	96	278	251	278
PA1018	103	85	56	132	113	115
PA1019	66	61	53	172	104	173
PA1019a	12	11	3	25	37	36
PA1020	86	81	81	193	227	238
PA1021	60	63	43	129	144	191
PA1022	214	225	118	285	314	320
PA1023	188	139	128	329	328	362
PA1024	121	105	71	307	294	240
PA1025	82	73	58	120	127	123
PA1026	501	351	349	296	318	302
PA1027	668	585	645	314	412	359
PA1028	627	423	426	232	284	278
PA1030	2373	1768	1546	2356	2385	4347
PA1030.1	251	164	161	120	132	276
PA1031	2449	1810	1947	2918	3647	4985
PA1032	2619	1829	1703	3185	3555	3554
PA1033	735	786	741	755	592	515
PA1034	295	404	371	322	150	201
PA1035	611	466	292	596	443	372
PA1036	2684	1777	1753	783	953	1664
PA1037	462	434	353	532	474	488
PA1038	162	122	106	235	254	210
PA1039	305	296	244	718	525	458
PA1040	423	414	302	507	529	474
PA1041	5767	3702	4117	884	659	632
PA1042	196	118	136	119	125	129
PA1043	775	413	536	890	1129	1247
PA1044	346	248	276	368	447	363
PA1045	1428	852	875	2624	3081	2338
PA1046	1101	904	663	1470	1719	1526
PA1047	1671	1306	1330	1612	1732	1726
PA1048	36783	32146	23458	8208	8870	6371
PA1049	3576	2624	2136	5112	4183	4881
PA1050	702	537	391	1521	2102	2706
PA1051	178	156	153	2513	1910	2211
PA1052	234	168	150	664	844	963
PA1052a	97	107	82	446	263	354
PA1053	7509	7091	5450	15120	17646	6263
PA1054	3502	1768	1379	4168	3711	2790
PA1055	132	66	64	458	274	178
PA1056	893	456	381	1170	1299	1314
PA1057	430	222	203	841	785	543
PA1058	63	33	36	159	134	125
PA1059	165	105	91	400	267	138
PA1060	552	516	410	670	612	724
PA1061	1081	1241	1029	920	812	1327
