Geneid	B1P.sam	B2P.sam	B3P.sam	P1P.sam	P2P.sam	P3P.sam
PA0217	617	354	494	352	335	132
PA0218	650	261	414	574	794	254
PA0219	68	63	60	109	106	98
PA0220	258	136	169	230	259	169
PA0221	95	76	110	151	167	103
PA0222	79	78	58	87	95	63
PA0223	174	113	186	439	496	250
PA0224	268	154	231	355	417	225
PA0225	285	126	169	541	544	348
PA0226	3363	3575	6004	296	331	110
PA0227	2791	3074	4991	93	115	78
PA0228	3674	3329	4904	274	294	205
PA0229	829	966	1076	203	230	118
PA0230	845	576	745	287	493	331
PA0231	998	696	771	258	497	213
PA0232	508	230	304	207	234	165
PA0233	703	276	371	575	507	253
PA0234	310	120	162	154	324	98
PA0235	757	612	876	116	103	60
PA0236	233	104	131	329	398	124
PA0237	83	30	71	72	94	48
PA0238	74	43	57	64	90	52
PA0239	124	70	71	281	358	133
PA0240	290	118	165	295	315	166
PA0241	164	177	173	74	117	54
PA0242	376	312	542	183	275	113
PA0243	451	223	321	671	619	329
PA0244	125	76	127	75	121	48
PA0245	370	235	311	130	198	129
PA0246	584	294	417	772	903	231
PA0247	270	160	270	199	167	122
PA0248	340	163	210	742	817	356
PA0249	447	230	342	323	341	157
PA0250	773	497	667	819	888	508
PA0251	104	62	91	164	140	48
PA0252	68	44	60	101	138	53
PA0253	258	116	174	272	429	176
PA0254	197	86	129	398	564	279
PA0255	355	168	207	636	741	410
PA0256	1478	652	980	453	545	260
PA0257	171	103	79	310	189	148
PA0258	127	57	47	204	176	110
PA0259	1967	1038	1317	2219	2628	1559
PA0260	1518	691	1172	3282	3811	1637
PA0261	76	31	67	136	138	86
PA0262	768	367	506	1120	1038	689
PA0263	212	131	156	115	142	59
PA0263.1	68	27	43	34	59	42
PA0265	11548	3299	5230	5648	9906	3242
PA0266	14195	3992	6761	10497	16753	5064
PA0267	721	274	373	1230	1165	571
PA0268	138	96	128	353	328	233
PA0269	622	458	811	524	822	247
PA0270	217	199	279	210	270	112
PA0271	96	85	96	138	121	71
PA0272	378	209	237	636	553	312
PA0273	67	27	46	42	57	24
PA0274	291	140	269	76	142	41
PA0275	675	411	539	661	794	216
PA0276	117	68	80	76	183	70
PA0277	153	66	112	804	646	368
PA0278	99	48	81	66	157	42
PA0279	96	86	77	52	215	135
PA0280	198	100	191	1392	1420	783
PA0281	182	106	180	1265	1094	521
PA0282	168	126	253	810	872	391
PA0283	501	360	506	1623	1501	750
PA0284	263	182	234	715	473	461
PA0285	1009	543	789	2695	2551	1106
PA0286	24038	9447	12765	9409	11069	3875
PA0287	111	59	70	72	80	55
PA0288	189	76	112	160	134	72
PA0289	345	188	283	587	745	291
PA0290	1508	858	1084	932	990	412
PA0291	2336	1211	1706	8040	10666	5182
PA0292	2403	1006	1630	4472	3725	1822
PA0293	216	118	188	1036	912	510
PA0294	561	299	442	802	1545	313
PA0295	640	364	498	3605	4735	1106
PA0296	9275	6721	10455	9540	13144	4432
PA0297	2577	1374	2286	1562	1835	1377
PA0298	5272	2815	4700	2863	4208	1933
PA0299	13094	4770	9258	5291	6548	3952
PA0300	5173	3816	4542	6579	5312	5017
PA0301	1809	974	1241	3424	2997	1947
PA0302	2098	913	1354	3693	2888	2040
PA0303	1643	900	1131	2405	2037	1469
PA0304	1994	849	1093	4517	2244	2158
PA0305	885	434	634	1273	1980	723
PA0306	596	327	464	926	1108	410
PA0306a	1234	860	1085	1093	1541	467
PA0307	1430	430	793	442	717	209
PA0308	682	315	473	753	1189	529
PA0309	1433	704	1083	1012	1450	432
PA0310	365	210	273	829	1183	508
PA0311	214	80	103	258	583	133
PA0312	1627	637	969	1063	1206	494
PA0313	986	381	564	1069	1007	591
PA0314	1562	1139	1251	1792	1872	829
PA0315	7202	4680	4170	5739	5266	3803
PA0316	4732	2331	3131	13339	7656	6834
PA0317	2810	1601	1904	6185	5496	3252
PA0318	2148	818	1307	2946	3613	1763
PA0319	1381	427	729	3073	2986	1155
PA0320	2355	4471	4071	294	1099	149
PA0321	317	238	283	205	283	125
PA0322	183	136	171	184	186	146
PA0323	100	62	87	160	138	96
PA0324	125	47	113	156	263	118
PA0325	351	142	191	259	443	138
PA0326	106	67	82	82	120	36
PA0327	402	525	755	417	483	220
PA0328	570	319	472	868	877	428
PA0329	1246	771	924	1167	1116	734
PA0330	1060	556	730	2898	1830	978
PA0331	2023	858	1488	4662	5278	2152
PA0332	1016	467	758	218	520	320
PA0333	444	147	265	359	585	314
PA0334	482	206	274	884	1303	437
PA0335	1979	854	1172	4140	3502	1718
PA0336	3262	1617	2238	5780	6401	4061
PA0337	6325	2710	4389	15044	17467	7788
PA0338	651	197	279	654	704	362
PA0339	522	292	381	348	680	324
PA0340	731	271	375	767	807	338
PA0341	1413	519	669	2530	2172	1271
PA0342	1516	713	939	3706	3075	1429
PA0343	1148	396	706	1406	1686	633
PA0344	390	180	265	545	739	401
PA0345	276	180	204	201	355	174
PA0346	18	23	21	135	137	81
PA0347	184	96	155	471	432	308
PA0348	148	56	123	171	203	123
PA0349	171	66	151	139	207	129
PA0350	477	146	231	572	630	239
PA0351	877	430	700	988	1775	469
PA0352	551	162	261	1686	1345	575
PA0353	2764	1635	2342	8785	9755	4047
PA0354	1880	627	1001	3955	3372	1454
PA0355	1253	491	660	360	528	241
PA0356	405	190	239	823	876	338
PA0357	2007	775	1230	2745	3650	892
PA0358	253	86	183	691	541	228
PA0359	2267	1371	1524	5548	5911	1357
PA0360	1088	523	735	1369	1844	774
PA0361	1865	920	1322	1886	2316	928
PA0362	789	425	548	1566	1817	672
PA0363	1234	487	751	2018	1931	809
PA0364	436	193	343	518	595	300
PA0365	447	198	351	259	337	208
PA0366	1156	607	984	1036	1111	473
PA0367	873	492	784	867	1263	525
PA0367a	276	93	125	463	554	305
PA0368	999	426	711	1169	1788	458
PA0370	1021	491	836	1410	1490	600
PA0371	1988	1009	1733	3956	4048	1842
PA0372	2532	1290	2180	4823	4257	1900
PA0373	4406	2217	2925	5572	8819	3751
PA0374	1332	600	918	2634	2719	1090
PA0375	2247	964	1384	3988	4141	1849
PA0376	17597	8583	10691	15243	16482	10015
PA0377	609	251	370	499	677	259
PA0378	382	141	218	640	559	222
PA0379	488	245	333	505	589	156
PA0380	181	107	95	358	329	239
PA0381	2084	835	1198	7521	5318	3108
PA0382	1154	290	674	4028	3412	1225
PA0383	639	262	442	841	1032	405
PA0384	187	87	121	87	129	46
PA0385	222	112	149	349	327	73
PA0386	865	410	610	1165	2531	406
PA0387	1348	553	1012	2968	2929	1788
PA0388	1934	1058	1574	2429	3618	1247
PA0389	544	343	465	1724	1862	1012
PA0390	870	322	485	3499	2834	1211
PA0391	1494	675	1020	2912	2409	1259
PA0392	644	307	454	1436	1163	735
PA0393	1191	568	690	1493	1557	1124
PA0394	2528	699	1276	2522	2572	2102
PA0395	3092	1304	1940	3014	3238	1702
PA0396	2302	1036	1599	3401	3427	1701
PA0397	966	483	730	458	805	237
PA0398	704	324	599	978	1157	532
PA0399	3120	1201	2230	2939	2705	1705
PA0400	2930	1339	2242	2404	3370	1345
PA0401	1971	1112	1399	4305	8535	2628
PA0402	1458	730	1259	5196	8878	2186
PA0403	966	549	745	2947	4632	1057
PA0404	1156	505	834	1391	1455	652
PA0405	1612	955	1495	1740	2317	815
PA0406	544	354	519	1475	1541	596
PA0407	2408	1146	1903	4160	4749	2117
PA0408	1463	1094	1251	6008	8760	4690
PA0409	637	378	551	3682	5718	3527
PA0410	1079	486	717	2783	5825	1282
PA0411	2162	964	1624	14474	18494	8707
PA0412	642	249	418	2575	2882	1601
PA0413	7100	2624	5182	18129	21964	10255
PA0414	318	164	269	1274	1069	714
PA0415	388	208	359	712	998	257
PA0416	120	58	118	286	368	181
PA0417	219	82	175	217	315	84
PA0418	395	189	293	937	1242	478
PA0419	501	260	357	1174	1389	494
PA0420	901	430	666	3918	3188	1674
PA0421	3018	1061	1589	3980	3872	2058
PA0422	2086	779	1387	1553	2359	505
PA0423	3176	2219	2387	7151	9737	4321
PA0424	1687	676	1059	896	978	595
PA0425	3477	1220	1589	10003	6884	6235
PA0426	7581	3340	4370	31241	25860	15479
PA0427	2267	971	1427	11556	9546	7085
PA0428	4403	2703	3770	15326	22048	10179
PA0429	3661	2086	3390	5972	5255	2552
PA0430	1846	937	1727	4050	3632	1781
PA0431	1689	932	1509	2780	3603	1939
PA0432	12488	5915	11532	25779	28299	14811
PA0433	626	593	792	156	228	61
PA0434	721	403	786	448	507	290
PA0435	149	45	98	171	219	115
PA0436	644	466	591	1563	1226	1104
PA0437	808	372	625	3128	2178	1405
PA0438	216	149	157	574	472	300
PA0439	140	83	110	80	80	61
PA0440	377	189	278	163	224	124
PA0441	689	439	625	183	293	127
PA0442	5	1	1	1	1	0
PA0443	257	132	171	105	141	81
PA0444	457	301	452	268	317	166
PA0445	372	161	267	359	402	239
PA0446	2045	2386	5069	780	1342	422
PA0447	2301	6314	13861	1415	1264	862
PA0448	394	125	234	916	798	373
PA0449	866	696	845	2923	3523	1575
PA0450	290	183	275	468	871	275
PA0451	12553	4589	8304	212	956	156
PA0452	739	644	707	73	152	54
PA0451a	298	237	326	275	279	140
PA0454	978	550	791	1534	1882	615
PA0455	2665	1028	2120	2604	3403	908
PA0456	14758	28167	19172	54668	17744	20923
PA0457	278	199	256	614	577	179
PA0457.1	148	48	90	312	446	124
PA0458	621	317	497	1191	1375	363
PA0459	3059	1022	1748	3261	6582	1964
PA0460	4603	2553	4688	2475	4980	1195
PA0461	1534	749	1052	2578	2116	1360
PA0462	2976	1284	1702	1391	1081	482
PA0463	520	203	313	800	661	336
PA0464	600	210	402	1424	1542	702
PA0465	107	94	75	258	256	127
PA0466	43	18	27	26	79	24
PA0467	449	210	286	676	643	266
PA0468	834	325	548	782	981	503
PA0469	1449	574	991	1745	2102	967
PA0470	2409	912	1035	951	1456	700
PA0471	969	300	492	99	66	46
PA0472	1426	853	774	170	80	72
PA0473	1518	1068	1446	1218	1028	694
PA0474	37	14	19	10	13	7
PA0475	346	153	240	193	323	114
PA0476	963	422	726	558	1130	437
PA0477	236	98	186	661	701	279
PA0478	485	342	472	519	776	189
PA0479	415	208	343	367	567	315
PA0480	22	23	31	53	58	34
PA0481	76	42	62	171	110	107
PA0482	5739	3072	3765	7360	4937	4731
PA0483	2071	1359	1968	561	575	287
PA0484	3193	1225	2063	489	459	269
PA0485	532	247	413	895	892	391
PA0486	1302	516	901	1263	1292	540
PA0487	518	304	399	1075	922	488
PA0488	110	71	77	56	45	53
PA0489	535	197	314	191	248	75
PA0490	1224	781	966	312	256	135
PA0491	620	187	273	655	969	254
PA0492	478	495	565	549	1176	294
PA0493	202	163	254	78	284	99
PA0494	730	398	728	549	1167	464
PA0495	1060	568	912	692	1269	374
PA0496	839	435	693	477	923	248
PA0497	201	133	147	238	313	252
PA0498	606	275	487	689	785	507
PA0499	344	186	210	204	351	132
PA0500	2830	1463	2717	9667	10145	4765
PA0501	527	330	499	1471	2809	1130
PA0502	703	367	480	1958	1687	1026
PA0503	188	123	149	499	668	308
PA0504	139	98	120	268	494	262
PA0505	13859	7642	9263	1485	2688	887
PA0506	7006	3559	5364	5145	5151	2923
PA0507	679	309	384	527	675	372
PA0508	1830	580	913	1144	1079	699
PA0509	2688	1232	1851	570	577	224
PA0510	1467	596	982	183	271	89
PA0511	1579	712	1120	337	561	228
PA0512	1059	416	692	232	361	143
PA0513	522	148	332	222	329	150
PA0514	1214	401	977	352	711	246
PA0515	1181	399	749	375	848	228
PA0516	2940	1181	1858	1242	2565	661
PA0517	434	222	216	102	163	220
PA0518	2289	1118	1403	705	1241	690
PA0519	16620	6427	10198	11092	15283	9015
PA0520	4873	2559	3226	580	569	296
PA0521	856	521	703	35	133	52
PA0522	252	103	133	28	13	15
PA0523	16719	8978	9190	120	623	380
PA0524	40904	15277	23801	351	1068	528
PA0525	7209	2056	3691	523	1310	445
PA0526	564	193	405	202	497	145
PA0527	2824	1008	1551	5656	5451	1788
PA0527.1	11668	26262	21213	5720	4655	4794
PA0528	266	100	186	437	592	258
PA0529	583	445	400	997	4597	994
PA0530	297	130	237	579	1363	365
PA0531	297	121	195	214	586	99
PA0532	213	132	146	232	235	86
PA0533	502	232	396	983	1172	470
PA0534	7090	3439	5806	638	627	352
PA0535	1645	605	1116	378	334	199
PA0536	1254	437	1007	2456	2313	1146
PA0537	1667	769	1183	2772	2122	1151
PA0538	822	476	678	454	554	199
PA0539	210	64	135	177	385	105
PA0540	241	150	177	184	264	133
PA0541	1656	495	795	2500	3269	1046
PA0542	4718	1563	2730	4690	10428	2387
PA0543	787	347	458	195	229	92
PA0544	800	379	539	472	793	208
PA0545	708	470	728	3782	10052	2557
PA0546	9415	9466	14269	25241	21255	13428
PA0547	6952	3691	8640	7277	7899	3513
PA0548	6945	2779	4731	18419	17067	9720
PA0549	524	205	378	1998	1881	1025
PA0550	789	425	631	791	1439	353
PA0551	1420	535	929	3054	2552	1141
PA0552	3271	1161	2211	7159	7092	4732
PA0553	858	433	575	897	803	634
PA0554	1613	544	875	1453	1606	1695
PA0555	4521	2905	3706	14495	11444	5732
PA0556	278	174	221	699	639	336
PA0557	332	221	270	281	235	134
PA0558	6781	2232	4259	1184	2033	406
PA0559	1680	616	1036	832	1474	409
PA0560	572	290	451	478	1015	181
PA0561	347	163	217	654	694	351
PA0562	671	280	387	830	847	272
PA0563	732	253	411	1762	1648	811
PA0564	302	134	198	404	418	122
PA0565	1490	1382	1226	149	224	137
PA0566	1695	1014	1423	651	698	243
PA0567	540	487	398	195	262	137
PA0568	348	143	236	459	519	285
PA0569	87	34	56	358	304	166
PA0570	87	22	63	213	215	104
PA0571	288	101	189	714	625	347
PA0572	818	253	552	1163	1522	694
PA0573	171	95	125	183	281	125
PA0574	225	129	192	1223	830	601
PA0574.1	18	4	13	8	9	31
PA0575	1624	829	1242	537	930	291
PA0576	24585	9103	12938	39174	32857	26454
PA0577	3375	1262	1981	5897	5585	4106
PA0578	464	296	298	3094	1466	1406
PA0579	976	663	672	4198	2181	2331
PA0580	1025	429	561	2183	1804	942
PA0581	1121	429	637	1076	1240	691
PA0582	148	49	64	183	222	163
PA0583	319	85	201	430	509	171
PA0584	1513	694	889	1179	1388	667
PA0585	621	219	351	77	117	43
PA0586	4893	2116	3287	629	823	348
PA0587	5503	2284	3520	587	1009	343
PA0588	23306	10555	15167	1921	3171	1530
PA0589	435	289	411	628	742	288
PA0590	1182	618	1047	3017	2548	1480
PA0591	276	167	231	419	572	174
PA0592	857	371	573	1649	1486	526
PA0593	2971	1225	2023	3528	5359	1445
PA0594	4263	1912	2762	11984	9783	6511
PA0595	11458	5779	7661	25802	19092	11956
PA0596	2126	772	1563	3487	5802	2005
PA0597	260	148	193	788	851	432
PA0598	948	274	652	1677	1861	1030
PA0599	1583	765	1113	1257	1405	582
PA0600	1491	635	865	1498	1766	725
PA0601	699	325	458	818	849	504
PA0602	907	273	473	883	1279	637
PA0603	797	360	468	2256	874	1885
PA0604	2247	697	955	3920	2304	3759
PA0605	633	302	383	1340	994	869
PA0606	432	150	260	1100	727	575
PA0607	2345	773	1237	2444	2689	715
PA0608	1221	359	546	1926	1854	764
PA0609	2000	850	1332	4882	4486	2060
PA0610	229	129	184	589	708	298
PA0611	448	300	393	1872	2185	1064
PA0612	48	23	34	80	124	108
PA0613	94	71	76	151	253	159
PA0614	40	19	37	22	73	115
PA0615	628	223	396	341	657	260
PA0616	219	54	164	371	515	229
PA0617	112	38	74	116	245	118
PA0618	309	108	226	332	607	188
PA0619	277	118	208	489	514	240
PA0620	1052	465	711	1436	1744	1108
PA0621	131	88	148	217	268	208
PA0622	739	311	509	1088	1674	1069
PA0623	190	83	136	229	423	274
PA0624	120	49	67	225	215	184
PA0625	821	258	536	1053	1591	1041
PA0626	398	109	231	317	438	214
PA0627	24	13	14	17	36	6
PA0628	283	87	128	302	486	290
PA0629	85	16	46	66	142	44
PA0630	45	38	34	63	61	41
PA0631	90	24	56	95	106	56
PA0633	333	114	205	322	754	199
PA0634	171	46	113	265	372	209
PA0635	252	52	111	196	447	125
PA0636	474	147	286	424	758	458
PA0637	115	51	59	50	273	45
PA0638	155	63	107	139	233	77
PA0639	135	54	97	130	236	118
PA0640	122	59	77	77	180	154
PA0641	1129	407	662	1088	1522	719
PA0643	314	185	218	458	481	365
PA0644	114	54	69	108	217	126
PA0645	197	85	105	114	182	108
PA0646	748	268	554	713	1151	751
PA0647	467	190	391	204	431	136
PA0648	134	127	167	225	242	220
PA0649	1861	808	1228	3137	4420	1157
PA0650	1153	667	832	2822	2784	1607
PA0651	1655	645	966	3509	3731	1729
PA0652	3269	1768	2560	9675	6819	4132
PA0653	1686	721	980	2107	2091	868
PA0654	785	433	417	10466	3713	7451
PA0655	7314	2747	3843	4242	7022	2040
PA0656	1459	717	983	238	410	161
PA0657	705	370	533	1373	1601	878
PA0658	1412	591	866	1370	1692	561
PA0659	1189	511	718	3688	2863	1744
PA0660	2390	937	1397	2569	2657	1251
PA0661	421	230	379	567	769	297
PA0662	1587	602	762	2539	2452	1538
PA0663	663	242	364	1688	1748	1099
PA0664	1059	335	728	2842	3068	1579
PA0665	4164	1384	2490	2025	2350	1529
PA0666	2801	1163	1655	2836	2966	1316
PA0667	3008	2332	2326	5791	3858	3258
PA0668	3535	1525	2297	6736	8376	4274
PA0668.1	7049	41340	46790	538324	21174	1680590
PA0668.2	334	222	215	1304	959	1325
PA0668.3	102	22	43	76	93	88
PA0668.4	29888	129969	52787	264500	32505	1931910
PA0668.5	57	88	136	2416	495	2741
PA0669	412	224	324	403	507	226
PA0670	163	54	115	140	157	77
PA0671	135	73	87	105	154	58
PA0672	5028	935	1597	308	167	95
PA0673	373	64	154	64	83	32
PA0674	83	40	36	68	48	39
PA0675	32	9	11	26	32	20
PA0676	68	44	49	38	50	19
PA0677	27	7	7	16	11	6
PA0678	27	21	13	14	11	16
PA0679	332	112	183	70	91	32
PA0680	57	27	41	37	33	11
PA0681	30	19	24	21	38	20
PA0682	34	22	20	29	34	32
PA0683	13	10	6	11	15	18
PA0684	4	11	6	24	5	9
PA0685	152	132	91	143	139	104
PA0686	48	25	35	78	45	41
PA0687	19	17	12	38	56	20
PA0688	935	388	618	968	1345	553
PA0689	537	337	376	555	706	422
PA0690	2367	1276	1644	2498	2756	1511
PA0691	5	11	5	11	6	4
PA0692	54	21	19	60	43	34
PA0693	74	22	48	72	47	35
PA0694	3	4	10	24	22	9
PA0695	14	15	8	29	42	20
PA0696	219	122	126	151	205	98
PA0697	8	3	7	26	24	30
PA0698	8	9	7	11	22	19
PA0699	35	23	31	39	54	40
PA0700	21	4	18	18	21	17
PA0701	91	55	78	127	96	75
PA0701a	86	43	36	88	102	79
PA0702	66	35	49	130	141	110
PA0703	319	229	232	237	470	101
PA0704	794	442	701	467	820	251
PA0705	1010	576	878	3433	3654	1232
PA0706	664	383	402	1464	814	504
PA0707	382	116	149	230	333	73
PA0708	260	170	318	455	749	303
PA0709	30	14	23	50	42	19
PA0710	40	21	34	28	47	40
PA0711	75	20	54	120	118	41
PA0712	660	163	356	235	437	142
PA0713	431	233	255	634	472	684
PA0714	587	236	466	271	1061	191
PA0714.1	120	161	115	152	51	139
PA0715	5692	1647	3793	810	471	994
PA0716	3762	1160	2684	777	297	298
PA0718	110	49	88	90	112	56
PA0719	195	64	102	137	170	48
PA0720	61	24	46	91	172	69
PA0721	1	1	2	1	0	0
PA0722	79	52	52	189	152	104
PA0723	622	401	531	543	800	231
PA0724	111	61	74	77	132	76
PA0725	9	0	5	21	24	17
PA0726	189	90	121	115	168	82
PA0727	122	45	99	135	142	100
PA0728	129	54	103	208	205	126
PA0729	1609	522	743	2500	2794	1740
PA0729.1	75	56	50	183	196	138
PA0730	968	865	817	2219	1533	609
PA0731	2355	1160	1678	660	952	366
PA0732	1005	634	713	689	858	405
PA0733	709	189	351	311	405	87
PA0734	563	256	369	121	295	47
PA0735	319	131	182	554	510	230
PA0736	643	293	386	904	753	316
PA0736a	5263	2287	3582	318	593	181
PA0737	1271	389	465	120	207	72
PA0738	169	48	77	55	66	13
PA0739	214	78	193	301	303	330
PA0740	154	104	103	229	160	102
PA0741	259	175	232	137	210	128
PA0742	340	201	259	157	181	53
PA0743	1073	570	871	80	154	111
PA0744	758	322	456	403	451	387
PA0745	714	278	422	338	374	332
PA0746	877	414	556	322	331	231
PA0747	1719	747	900	1042	1157	854
PA0749	312	140	211	613	867	304
PA0750	380	171	224	2290	1152	1183
PA0751	595	171	258	322	311	169
PA0752	859	394	482	131	128	73
PA0753	157	89	88	20	30	25
PA0754	1500	830	750	184	148	143
PA0755	753	456	565	75	56	56
PA0756	420	108	212	428	248	223
PA0757	1385	339	628	988	935	443
PA0758	2718	754	1454	1637	1459	598
PA0759	1542	981	1473	1464	2395	732
PA0760	713	263	353	530	570	296
PA0761	4641	1835	2885	3659	5012	2145
PA0762	11136	8109	8599	5864	5886	5970
PA0763	13174	6562	10225	7084	7124	4082
PA0764	4669	2264	3644	4448	5065	2117
PA0765	2822	1187	2148	1995	2757	803
PA0766	6080	3766	5477	15392	16211	8098
PA0767	4437	1591	2724	11371	12064	5025
PA0768	3226	1264	2354	6680	5782	2739
PA0769	527	279	360	1030	1111	971
PA0770	1069	501	750	3729	2666	1949
PA0771	1195	707	984	4263	5274	1997
PA0772	131	98	149	169	558	231
PA0773	1629	599	1148	3209	3702	1593
PA0774	274	98	153	1460	842	606
PA0775	283	135	216	1584	1211	416
PA0776	115	44	76	62	89	27
PA0777	1156	465	582	513	664	101
PA0778	1800	566	743	617	682	299
PA0779	110447	19337	32036	12316	6748	10453
PA0780	5037	1736	2676	1038	1377	398
PA0781	411	139	242	317	358	192
PA0782	67932	28038	54700	111158	98494	74523
PA0783	31141	15898	27006	48090	42686	22471
PA0784	4159	1702	2849	1920	2222	975
PA0785	51	36	39	177	133	81
PA0786	7	1	7	47	13	26
PA0787	602	170	398	709	961	455
PA0788	1686	859	1305	682	882	368
PA0788a	556	336	456	92	317	82
PA0789	687	584	734	7183	3825	2813
PA0790	155	76	99	248	247	146
PA0791	386	127	195	293	253	170
PA0792	1996	1002	1419	547	587	266
PA0793	1110	580	806	598	611	328
PA0794	3569	1827	2586	2820	1990	1457
PA0795	4167	2526	3259	2626	1810	1689
PA0796	2380	1717	1849	1543	1156	882
PA0797	1034	742	674	432	330	119
PA0798	877	407	457	148	261	89
PA0799	1283	437	705	2192	2231	1003
PA0800	87	40	35	22	31	18
PA0801	1646	788	1001	546	263	334
PA0802	62	8	36	89	44	45
PA0803	557	289	302	157	142	45
PA0804	1427	536	886	595	491	403
PA0805	3943	2231	2608	1203	1202	889
PA0806	938	405	549	362	1343	161
PA0807	391	283	284	243	306	90
PA0808	312	151	199	89	115	80
PA0809	193	94	136	95	151	74
PA0810	841	362	448	466	410	184
PA0811	360	224	250	142	242	125
PA0812	249	110	166	149	204	89
PA0813	285	149	213	150	175	95
PA0814	103	46	71	17	35	13
PA0815	614	298	438	728	727	498
PA0816	213	79	127	654	791	391
PA0817	140	71	118	152	241	49
PA0818	105	43	77	83	102	51
PA0819	53	31	26	79	117	44
PA0820	1197	606	917	1654	1048	983
PA0821	647	338	548	804	891	485
PA0823	125	53	66	149	164	73
PA0824	91	36	47	242	274	129
PA0825	63	29	30	33	46	22
PA0826	91	32	40	154	18	71
PA0826.2	3524696	5929140	3992646	1520874	1424947	725873
PA0827	224	157	239	341	289	135
PA0828	332	111	240	108	202	55
PA0829	132	77	91	63	132	48
PA0830	489	242	366	527	566	272
PA0831	690	285	369	1525	1821	609
PA0832	855	440	525	1100	1142	597
PA0833	9847	5350	7484	7818	13444	3863
PA0834	401	201	293	1218	1940	554
PA0835	3817	1593	2656	7420	17522	4741
PA0836	1697	710	1331	7087	12974	3674
PA0836.1	46	30	35	295	213	431
PA0837	10126	7318	6560	8572	8838	4045
PA0838	3595	1532	2118	2418	2993	1310
PA0839	276	205	226	186	225	147
PA0840	1200	724	1001	570	792	372
PA0841	372	251	311	631	653	245
PA0842	174	80	129	146	165	93
PA0843	164	105	167	74	85	43
PA0844	309	133	312	131	228	67
PA0845	233	129	185	379	626	384
PA0846	1735	684	1280	1602	1572	378
PA0847	649	449	554	567	418	330
PA0848	127	89	87	407	197	133
PA0849	395	234	311	464	325	278
PA0850	101	74	92	60	75	36
PA0851	1296	794	1254	300	513	157
PA0852	20154	10489	17759	1515	1447	732
PA0853	943	354	670	458	438	226
PA0854	2845	1471	2291	1382	1629	797
PA0855	670	271	461	612	633	286
PA0856	4732	3186	4078	5229	4031	2012
PA0857	3129	1554	2861	3416	3347	1204
PA0858	1859	523	1093	3884	2924	1953
PA0859	1261	479	760	420	980	321
PA0860	1013	413	616	1543	1369	695
PA0861	5057	2441	3747	3334	7401	1952
PA0862	6632	3407	4425	2526	3793	1264
PA0863	456	196	306	193	418	140
PA0864	414	185	247	127	125	49
PA0865	37463	23767	34394	4100	1235	1984
PA0866	14824	6817	10202	356	236	213
PA0867	4403	1394	2351	1857	2199	1291
PA0868	916	376	587	561	782	211
PA0869	1489	745	1106	2273	2929	1095
PA0870	10340	4912	7301	4921	5136	3716
PA0871	3435	2882	3250	2667	3273	1707
PA0872	9888	9439	10743	6141	6859	3923
PA0873	1270	419	784	3154	2694	2045
PA0874	115	27	85	231	405	141
PA0875	661	225	462	406	678	365
PA0876	1706	945	1476	1899	3067	1005
PA0877	365	198	204	444	481	327
PA0878	305	148	192	37	51	41
PA0879	513	197	240	91	128	85
PA0880	127	32	43	16	22	7
PA0881	237	70	103	46	47	15
PA0882	295	79	118	97	70	85
PA0883	334	72	93	42	54	30
PA0884	285	117	132	100	57	47
PA0885	80	14	22	28	45	17
PA0886	184	65	89	111	111	79
PA0887	4709	9303	10112	10395	4110	5380
PA0887.1	64	42	71	59	79	53
PA0888	4406	2175	2920	9787	5587	4233
PA0889	544	243	362	1539	964	497
PA0890	212	111	188	1838	761	526
PA0891	895	410	547	2431	2754	1469
PA0892	341	139	217	2792	1538	1352
PA0893	1773	687	1181	2412	2565	1563
PA0894	183	88	90	357	234	152
PA0895	4271	1655	2552	12563	9542	6084
PA0896	1521	520	851	3219	3938	1837
PA0897	1283	383	637	2763	3130	1487
PA0898	1402	436	680	3217	3031	1658
PA0899	1697	822	1078	3702	3515	1882
PA0900	534	468	424	3012	1654	1787
PA0901	2484	1329	2017	4796	4795	1751
PA0902	1821	642	1081	1735	2320	845
PA0903	4074	1577	2344	9784	8842	6554
PA0904	3068	1153	1929	7069	7974	4936
PA0905	6019	2727	3016	4073	2978	5930
PA0905.1	5938	2571	3462	2029	2412	1558
PA0905.2	2660	563	874	1585	1422	1290
PA0905.3	384	37	92	132	166	124
PA0906	304	182	193	857	625	513
PA0907	276	128	206	271	328	225
PA0908	25	8	12	40	40	43
PA0909	51	16	49	37	64	17
PA0910	134	36	84	108	229	55
PA0911	235	162	199	162	463	66
PA0912	98	53	108	74	95	48
PA0913	1135	302	417	3676	2936	1767
PA0914	55	29	25	248	139	99
PA0915	99	27	40	189	148	79
PA0916	1040	437	788	3158	1636	1357
PA0917	1854	775	1183	1762	1562	790
PA0918	594	544	700	704	813	543
PA0919	1637	740	1289	2168	1978	1109
PA0920	1042	612	882	1435	1509	653
PA0921	838	265	487	936	2083	457
PA0922	478	160	211	471	545	170
PA0922.1	40	22	24	6	23	7
PA0923	394	193	193	860	648	417
PA0924	321	186	227	464	565	222
PA0925	629	311	501	1034	1000	263
PA0926	844	385	584	733	845	263
PA0927	566	313	409	526	784	243
PA0928	2905	1392	2002	2686	2987	1271
PA0929	2913	657	1077	268	201	107
PA0930	888	326	570	476	429	230
PA0931	1050	483	649	424	459	279
PA0932	2236	993	1202	4336	2984	1779
PA0933	4914	1701	2856	4539	4842	2025
