Geneid	B1C.sam	B2C.sam	B3C.sam	P1C.sam	P2C.sam	P3C.sam
PA2088	246	130	81	30	29	62
PA2089	1115	821	304	291	332	494
PA2090	18	28	13	14	22	23
PA2091	19	39	14	31	25	27
PA2092	54	45	18	13	6	19
PA2093	74	82	18	37	38	41
PA2094	214	155	52	37	59	76
PA2095	262	310	65	47	30	92
PA2096	294	346	95	166	160	260
PA2097	1178	844	240	98	108	203
PA2098	68	114	13	22	20	31
PA2099	284	270	118	73	79	102
PA2100	2256	1013	463	663	604	641
PA2101	270	263	142	159	51	86
PA2102	306	223	142	139	69	103
PA2103	650	676	308	398	210	316
PA2104	325	499	188	317	191	213
PA2105	381	441	261	345	198	293
PA2106	630	643	290	375	332	379
PA2107	157	182	88	12	21	53
PA2108	812	1063	319	84	135	147
PA2109	388	381	198	121	207	339
PA2110	375	536	123	138	326	525
PA2111	598	873	210	324	678	993
PA2112	808	990	266	579	938	1207
PA2113	2485	2278	643	1777	1777	2336
PA2114	6318	4734	2212	3666	2798	4151
PA2115	290	303	53	226	312	328
PA2116	1147	604	380	929	1107	1656
PA2117	832	681	239	361	396	647
PA2118	461	383	100	129	214	298
PA2118a	1703	1521	216	366	304	410
PA2119	3032	2276	1359	10404	7684	13386
PA2120	560	407	338	76	99	153
PA2121	920	671	289	158	106	226
PA2122	806	670	358	182	149	249
PA2123	694	590	311	154	202	258
PA2124	171	122	69	23	43	72
PA2125	106	106	43	51	175	191
PA2126	124	143	42	892	991	758
PA2127	581	553	131	3995	4506	5278
PA2128	194	134	67	199	301	328
PA2129	22	10	14	8	18	33
PA2130	378	320	141	122	171	156
PA2131	68	57	29	39	17	49
PA2132	27	21	9	0	3	6
PA2133	49	48	15	23	23	20
PA2134	2844	5160	1602	31	18	24
PA2135	523	818	257	19	23	41
PA2136	259	359	142	104	91	211
PA2137	254	94	57	25	27	25
PA2138	1574	422	200	87	71	108
PA2140	303	405	147	1	11	7
PA2141	301	425	91	3	7	5
PA2142	1068	1099	613	30	17	21
PA2142a	421	327	221	7	5	13
PA2143	1569	1968	1399	22	23	28
PA2144	5173	7793	2609	220	311	470
PA2145	372	449	210	16	10	16
PA2146	13886	17364	10391	11	4	1
PA2147	3051	4597	2244	103	154	219
PA2148	690	1075	371	7	15	16
PA2149	68	70	34	1	4	2
PA2150	475	806	330	30	16	35
PA2151	2821	4699	1891	98	94	184
PA2152	2974	6064	1213	211	247	323
PA2153	1718	4337	842	49	41	80
PA2154	476	788	237	15	19	15
PA2155	606	1087	299	11	33	36
PA2156	228	410	84	6	3	15
PA2157	611	1233	450	37	50	81
PA2158	1781	3231	1331	28	38	58
PA2159	2873	2970	1660	14	14	14
PA2160	3914	7914	2981	60	77	78
PA2161	64	104	55	7	3	0
PA2162	1737	4285	1128	31	38	73
PA2163	1344	2961	685	31	13	31
PA2164	2013	4094	1504	55	41	66
PA2165	3583	5139	1842	56	94	92
PA2166	1836	742	674	81	43	56
PA2167	1311	1969	839	40	35	60
PA2168	423	757	131	14	10	26
PA2169	1134	2438	523	15	10	15
PA2170	149	324	137	4	1	3
PA2171	2938	4755	2168	43	31	22
PA2172	1989	5891	865	64	57	91
PA2173	924	2417	405	19	17	42
PA2173a	1234	839	392	9	4	5
PA2174	5482	3528	1058	47	23	14
PA2175	468	540	324	61	35	99
PA2176	1649	1242	1030	69	62	155
PA2177	2421	2728	910	280	220	378
PA2178	779	771	298	27	17	44
PA2179	877	1287	521	52	92	149
PA2180	1336	1705	1255	31	12	27
PA2181	1222	1106	596	24	32	56
PA2182	466	307	191	52	17	31
PA2183	331	474	148	11	25	51
PA2184	1846	2679	605	63	20	60
PA2185	1303	1500	588	94	74	63
PA2187	471	369	298	29	13	35
PA2188	590	623	175	62	49	51
PA2189	412	242	121	74	64	65
PA2190	6469	8496	2232	39	34	66
PA2191	413	453	467	243	286	321
PA2192	576	878	270	32	13	41
PA2193	474	385	206	1566	1062	1235
PA2194	806	1058	363	1675	2164	2893
PA2195	1151	1586	434	2304	2306	3363
PA2196	691	451	127	247	334	313
PA2197	875	563	173	457	789	837
PA2198	141	164	28	87	209	187
PA2199	1397	1532	426	1397	1483	1538
PA2200	480	360	200	226	474	509
PA2201	257	275	99	189	309	357
PA2202	85	117	22	125	205	242
PA2203	31	21	12	61	124	160
PA2204	359	309	170	4096	3163	3224
PA2205	172	163	107	114	178	148
PA2206	983	779	226	256	267	437
PA2207	123	139	21	40	47	84
PA2208	20	15	4	9	9	22
PA2209	105	53	20	42	57	41
PA2210	298	170	69	82	58	76
PA2211	124	125	35	44	41	57
PA2212	299	364	83	82	82	121
PA2213	96	87	25	30	19	21
PA2214	99	62	19	24	32	34
PA2215	199	114	41	105	83	106
PA2216	118	125	30	49	62	56
PA2217	108	101	59	30	40	74
PA2218	425	304	138	199	155	237
PA2219	273	177	42	94	125	151
PA2220	871	385	215	1002	624	972
PA2221	732	391	84	95	87	116
PA2222	43	83	65	57	17	26
PA2223	119	84	71	92	16	27
PA2224	86	31	47	14	0	16
PA2225	87	52	38	6	6	12
PA2226	125	84	86	24	9	3
PA2227	48	59	84	29	2	2
PA2228	90	70	106	50	8	7
PA2229	415	386	374	291	455	812
PA2230	254	179	114	153	342	370
PA2231	2214	1522	747	1238	871	1042
PA2232	1938	2283	688	975	1421	1695
PA2233	733	926	498	238	386	574
PA2234	944	984	345	489	732	788
PA2235	2375	2743	1264	1563	2462	2809
PA2236	657	928	566	345	601	836
PA2237	1065	1053	631	534	783	840
PA2238	918	1055	535	253	816	899
PA2239	473	561	366	143	279	392
PA2240	686	786	382	163	447	498
PA2241	289	395	163	101	120	176
PA2242	828	963	696	552	720	637
PA2243	164	198	86	59	103	110
PA2244	872	1102	524	90	209	307
PA2246	674	649	189	333	309	319
PA2247	12751	9681	8833	7975	3729	10626
PA2248	6121	8710	2044	2882	2409	4668
PA2249	4412	7095	2044	2654	2213	3854
PA2250	7337	11594	3142	3663	3836	6279
PA2251	1348	251	98	405	503	620
PA2252	542	507	215	549	4137	2750
PA2253	389	428	97	302	1020	992
PA2254	79	72	27	35	59	57
PA2255	72	85	33	29	35	45
PA2256	109	85	53	29	36	39
PA2257	31	23	12	3	8	21
PA2258	168	169	41	192	197	242
PA2259	8349	5758	1739	3708	2739	5024
PA2260	1151	987	255	162	343	531
PA2261	1436	1154	278	133	249	477
PA2262	1476	950	298	144	208	253
PA2263	1551	854	272	148	168	220
PA2264	949	599	288	1144	1292	1481
PA2265	1450	1030	398	1641	2314	2505
PA2266	1246	883	535	744	1725	2063
PA2267	589	696	129	360	483	605
PA2268	166	251	132	64	208	212
PA2269	175	185	76	200	292	462
PA2270	436	326	160	461	699	766
PA2271	188	191	54	118	205	256
PA2272	1263	1210	481	1019	1007	1360
PA2273	382	414	104	151	136	200
PA2274	190	117	80	66	47	67
PA2275	458	391	137	103	100	179
PA2276	578	353	165	161	136	174
PA2277	647	355	397	116	96	106
PA2278	400	469	190	156	146	160
PA2279	211	321	108	118	133	132
PA2280	490	598	369	186	413	391
PA2281	932	895	325	665	715	762
PA2282	198	86	20	70	72	73
PA2283	89	57	20	44	84	56
PA2284	173	151	48	40	38	84
PA2285	41	49	22	125	108	110
PA2286	190	108	45	42	103	135
PA2287	284	131	49	42	135	170
PA2288	452	132	44	77	141	154
PA2289	1175	1078	410	954	1414	1608
PA2290	6637	6834	2209	3222	5798	6101
PA2291	2603	3465	884	4624	3186	4722
PA2292	54	28	17	148	78	141
PA2293	7	24	5	26	16	53
PA2294	84	40	14	35	50	56
PA2295	33	13	10	6	9	13
PA2296	291	205	74	96	126	181
PA2297	143	53	18	86	103	95
PA2298	1051	310	115	459	404	635
PA2299	584	193	77	201	172	239
PA2300	3682	9768	2638	121	176	151
PA2301	693	947	412	181	246	239
PA2302	4545	10232	2908	759	1103	1633
PA2303	1186	1705	544	259	257	340
PA2304	1129	1726	325	226	236	459
PA2305	4647	6722	2290	1305	1904	2828
PA2306	1285	1182	294	493	412	639
PA2307	134	85	28	31	35	80
PA2308	48	54	16	23	17	33
PA2309	128	137	57	35	62	71
PA2310	86	76	45	22	23	37
PA2311	74	50	14	51	37	52
PA2312	97	121	36	86	60	119
PA2312a	185	248	68	262	153	164
PA2314	48	48	20	27	25	49
PA2315	79	52	18	9	25	43
PA2316	440	378	137	206	200	322
PA2317	1035	774	426	231	184	329
PA2318	1506	1363	651	237	206	348
PA2319	921	734	299	455	640	627
PA2320	699	604	162	851	1308	2331
PA2321	1097	581	240	4078	3417	4583
PA2322	709	678	159	3172	4298	4711
PA2323	966	736	239	7640	7092	10421
PA2324	59	49	15	46	66	84
PA2325	79	74	18	58	81	66
PA2326	276	193	74	43	69	105
PA2327	1018	1361	317	112	352	393
PA2328	954	1363	367	175	587	591
PA2329	492	1071	201	78	216	352
PA2330	1137	2438	364	229	565	871
PA2331	2706	3850	2057	465	984	1378
PA2332	373	407	152	257	372	520
PA2333	193	151	61	98	179	210
PA2334	75	74	18	35	59	94
PA2335	132	88	36	75	79	77
PA2336	71	71	12	29	50	36
PA2337	1029	677	365	366	284	472
PA2338	708	701	395	88	90	133
PA2339	328	293	131	64	72	98
PA2340	188	206	73	83	32	71
PA2341	191	240	95	25	46	72
PA2342	270	337	98	54	77	104
PA2343	46	70	19	4	12	11
PA2344	320	449	80	102	144	221
PA2345	1327	1643	443	169	294	375
PA2346	149	120	36	38	75	88
PA2347	59	73	18	18	47	56
PA2348	53	51	29	34	38	48
PA2349	71	90	28	36	28	49
PA2350	54	65	23	12	30	46
PA2351	90	83	31	29	31	34
PA2352	240	138	51	596	726	767
PA2353	714	589	169	313	502	575
PA2354	97	62	11	42	44	53
PA2355	155	100	60	28	57	52
PA2356	29	33	15	15	14	55
PA2357	27	27	6	22	19	25
PA2358	71	39	20	105	87	159
PA2359	271	165	52	324	244	400
PA2360	430	461	131	51	56	110
PA2361	787	646	191	168	173	201
PA2362	109	106	34	12	12	33
PA2363	1757	1470	494	244	264	413
PA2364	501	492	264	133	134	245
PA2365	2483	1496	603	133	57	150
PA2366	4200	2772	1117	268	162	272
PA2367	984	647	363	76	59	65
PA2368	131	95	28	4	2	8
PA2369	812	719	249	62	39	51
PA2370	267	258	109	20	19	31
PA2371	1624	1221	560	76	109	133
PA2373	1605	1589	1168	282	239	291
PA2374	349	353	135	22	26	38
PA2375	898	709	400	11	20	27
PA2376	925	675	321	88	121	190
PA2377	399	277	92	65	139	164
PA2378	2933	4260	1044	1411	3044	3577
PA2379	731	842	171	883	761	689
PA2380	582	679	251	274	176	222
PA2381	10857	5481	8180	688	311	476
PA2382	1936	1370	1308	297	412	536
PA2383	471	450	186	83	153	193
PA2384	1729	1424	725	102	26	111
PA2385	3349	1427	563	41	37	67
PA2386	14558	4533	1324	174	85	182
PA2387	1077	589	206	158	240	383
PA2388	2948	1862	729	1458	1341	1583
PA2389	2129	574	294	261	344	393
PA2390	1461	599	168	316	354	453
PA2391	713	333	158	121	191	257
PA2392	3868	1131	521	105	100	122
PA2393	4566	1018	455	96	69	68
PA2394	3109	816	683	87	49	109
PA2395	2250	532	468	33	26	64
PA2396	3729	1809	1259	262	197	361
PA2397	3282	1665	1001	337	255	446
PA2398	5584	2854	1455	3441	516	2130
PA2399	12363	12118	4335	957	868	1281
PA2400	9045	10072	3772	659	651	1216
PA2402	20042	13446	4373	858	825	1513
PA2403	8967	4637	2614	955	168	641
PA2404	2018	1558	616	482	38	301
PA2405	2276	1586	1051	549	78	452
PA2406	1236	887	468	153	23	241
PA2407	2573	1890	929	760	107	656
PA2408	1458	1562	331	192	48	380
PA2409	1115	1244	408	296	46	321
PA2410	3526	3176	1556	1048	265	1155
PA2411	14177	7305	2254	83	39	130
PA2412	1823	609	465	9	6	8
PA2413	4302	2255	627	46	38	85
PA2414	1385	2001	772	63	104	135
PA2415	466	439	206	29	37	63
PA2416	784	763	478	73	128	149
PA2417	909	750	471	270	388	554
PA2418	292	172	76	64	64	102
PA2419	293	296	94	125	124	143
PA2420	183	160	63	29	47	72
PA2421	100	96	55	49	65	97
PA2422	78	70	76	68	25	41
PA2423	2320	1941	485	496	363	621
PA2424	15231	12780	3508	217	261	473
PA2425	2787	720	628	13	18	32
PA2426	3570	1854	871	44	11	23
PA2427	2534	898	753	11	5	19
PA2428	117	133	38	83	45	96
PA2429	142	116	33	18	24	36
PA2430	322	295	158	75	90	100
PA2431	591	721	213	144	234	328
PA2432	200	173	68	329	255	460
PA2433	8775	7462	4301	207	108	181
PA2434	495	645	500	38	45	73
PA2435	1573	1682	500	224	371	548
PA2436	804	720	127	874	789	766
PA2437	156	201	28	30	44	60
PA2438	234	289	57	56	83	64
PA2439	405	384	143	48	82	128
PA2440	242	148	52	93	157	183
PA2441	245	270	125	80	173	175
PA2442	1099	1724	423	371	845	1125
PA2443	2591	3024	841	600	847	1263
PA2444	804	2012	620	810	1015	1302
PA2445	4760	10470	2592	4973	6343	9587
PA2446	609	1243	633	609	566	848
PA2447	237	318	145	62	118	159
PA2448	1638	1981	636	212	324	353
PA2449	1237	1314	321	613	1141	1193
PA2450	536	366	179	241	499	469
PA2453	148	87	102	1483	1150	1429
PA2454	253	279	125	442	515	643
PA2455	322	269	231	264	426	539
PA2457	356	228	112	215	114	162
PA2458	2190	2142	605	544	989	895
PA2459	288	200	837	100	73	97
PA2460	267	172	155	143	128	144
PA2461	260	202	342	60	24	18
PA2462	4516	3660	2101	6840	7761	8772
PA2463	131	113	71	415	675	567
PA2464	794	749	369	372	540	523
PA2465	129	49	28	14	22	29
PA2466	1046	567	191	154	202	234
PA2467	1113	752	86	74	93	104
PA2468	1779	987	251	90	100	99
PA2469	850	530	256	199	256	390
PA2470	222	193	60	78	48	115
PA2471	295	297	130	121	106	144
PA2472	90	62	18	24	15	35
PA2473	22	23	15	10	8	7
PA2474	261	106	42	22	37	39
PA2475	1352	1331	481	90	150	174
PA2476	1456	1476	623	351	392	485
PA2477	422	715	198	35	72	72
PA2478	875	1583	304	89	123	121
PA2479	427	618	100	175	183	205
PA2480	1198	1486	388	279	511	480
PA2481	1343	1060	676	780	1085	1235
PA2482	1721	1429	660	966	742	1727
PA2483	6991	5383	1316	943	1252	1534
PA2484	2128	1673	388	680	859	946
PA2485	1142	552	263	71	35	50
PA2486	1139	568	376	131	27	58
PA2487	185	137	77	40	47	61
PA2488	365	213	202	48	103	138
PA2489	517	479	245	99	155	272
PA2490	153	122	66	96	122	100
PA2491	7303	7190	2607	1825	2563	3057
PA2492	2254	2157	823	1208	1022	1706
PA2493	183	138	57	58	78	113
PA2494	626	502	132	194	241	281
PA2495	116	131	49	47	96	116
PA2496	171	151	54	88	202	166
PA2497	372	264	56	105	152	190
PA2498	72	84	19	13	28	49
PA2499	22	33	15	19	29	38
PA2500	558	403	181	1105	1883	3504
PA2501	136	176	45	1539	642	853
PA2502	411	340	105	237	434	394
PA2503	523	430	185	579	913	679
PA2504	3422	2877	667	236	324	430
PA2505	199	216	79	115	92	128
PA2506	821	1509	776	7	9	19
PA2507	10514	21710	5776	64	61	101
PA2508	4403	8043	2609	15	20	30
PA2509	4294	8432	2267	26	33	46
PA2510	763	644	213	113	270	282
PA2511	7434	7200	2466	153	174	225
PA2512	26797	71421	12527	107	69	112
PA2513	13006	30578	4348	57	63	69
PA2514	13842	32901	7041	55	72	80
PA2515	4690	9789	1966	11	7	29
PA2516	1685	2712	497	8	37	29
PA2517	618	1003	375	11	7	12
PA2518	2346	2049	325	18	24	49
PA2519	6385	5792	1830	144	172	248
PA2520	681	440	155	279	233	506
PA2521	136	95	28	26	56	74
PA2522	59	37	22	68	20	36
PA2523	471	195	29	106	76	99
PA2524	671	757	309	198	370	377
PA2525	668	605	251	649	954	1064
PA2526	1027	851	278	1002	1225	1234
PA2527	1237	1233	416	1127	1250	1380
PA2528	723	682	191	546	809	744
PA2529	948	1206	613	773	910	1196
PA2530	779	1002	396	658	1079	1516
PA2531	1071	622	304	50	170	146
PA2532	4163	3610	2206	1394	2309	2659
PA2533	1764	1597	842	2254	2637	3136
PA2534	281	244	84	97	214	286
PA2535	384	333	92	422	418	468
PA2536	496	521	273	1190	1331	1216
PA2537	280	188	110	680	547	562
PA2538	30	61	25	39	106	159
PA2539	156	140	34	266	590	623
PA2540	574	381	139	1065	1692	1989
PA2541	539	369	212	432	708	621
PA2542	761	704	213	1202	1566	1926
PA2543	749	535	236	724	1061	1432
PA2544	3995	3913	1065	419	430	572
PA2545	1643	1339	935	1487	1778	1585
PA2546	377	263	145	247	245	281
PA2547	304	226	104	107	135	160
PA2548	155	167	85	67	89	159
PA2549	1209	896	291	835	527	548
PA2550	810	711	319	222	203	380
PA2551	2104	1524	520	940	595	803
PA2552	7353	11327	2777	919	771	1163
PA2553	5110	9991	2084	714	479	796
PA2554	4174	7349	2159	597	439	658
PA2555	8563	11161	5030	1593	1136	2117
PA2556	986	1302	404	309	414	505
PA2557	2780	3946	590	769	593	740
PA2558	694	446	110	260	436	363
PA2559	2949	2460	1403	1168	1374	1786
PA2559a	907	820	307	322	350	296
PA2560	1075	712	413	523	331	304
PA2561	632	916	285	159	250	246
PA2562	6579	8572	4341	910	839	1100
PA2563	2022	1420	334	255	337	318
PA2564	3265	3058	871	95	138	110
PA2565	797	701	173	18	28	51
PA2566	5132	5241	2061	86	88	114
PA2567	840	647	324	4853	2140	4038
PA2568	2817	1954	556	432	551	708
PA2569	668	603	331	228	115	176
PA2570	2332	1418	1613	13	18	12
PA2570.1	648	326	231	232	253	433
PA2571	3805	3231	1601	250	232	368
PA2572	3727	2884	805	331	175	289
PA2573	6595	6177	1679	624	557	784
PA2574	917	638	529	171	158	237
PA2575	916	942	402	4132	1505	1767
PA2576	389	300	91	456	428	791
PA2577	267	177	60	863	254	400
PA2578	144	141	70	155	201	369
PA2579	1025	809	462	1853	2115	2233
PA2580	703	506	257	193	211	265
PA2581	655	544	254	1877	1391	1544
PA2581.1	45	20	51	24	37	41
PA2582	8468	7733	2560	4141	4707	4619
PA2583	4022	2940	1583	1522	1679	1947
PA2583.1	20	16	75	11	8	6
PA2584	1130	902	544	783	1088	1026
PA2585	2597	2808	688	1752	2643	2251
PA2586	8916	7502	3697	1776	1969	2821
PA2587	3931	7241	1658	1720	2646	2755
PA2588	1923	3243	1088	548	441	588
PA2589	555	590	238	119	94	137
PA2590	335	225	74	121	155	173
PA2591	2790	2239	1880	872	549	768
PA2592	6251	6354	2268	946	781	869
PA2593	312	272	89	48	74	91
PA2594	660	614	163	330	331	451
PA2595	311	192	73	185	253	237
PA2596	148	88	31	60	96	117
PA2597	174	166	35	47	101	129
PA2598	132	90	43	147	171	196
PA2599	246	195	79	170	195	288
PA2600	195	126	56	152	283	464
PA2601	590	588	284	174	349	409
PA2602	107	104	48	70	60	96
PA2603	628	492	162	417	610	580
PA2603.1	41	23	31	13	14	10
PA2604	35800	14472	6838	6514	4502	4598
PA2605	491	462	887	124	188	427
PA2606	337	456	147	168	230	243
PA2607	265	339	99	105	182	275
PA2608	296	438	144	173	168	258
PA2609	1248	1459	592	553	571	770
PA2610	933	780	321	321	431	451
PA2611	1519	1608	494	1310	2471	3126
PA2612	2936	3355	932	6143	7041	6773
PA2613	1643	1760	493	2518	3202	3279
PA2614	1290	1101	511	2386	2237	2410
PA2615	7170	6296	2377	8416	11925	12623
PA2616	3847	3519	971	7751	6077	6175
PA2617	594	655	203	389	513	737
PA2618	1643	1265	440	550	364	425
PA2619	1533	977	352	5505	1308	927
PA2620	27341	31623	6302	9263	9680	11314
PA2621	4661	4200	2188	1627	704	1043
PA2622	9798	6487	5026	3647	1524	2667
PA2623	52270	58378	15177	59941	52508	60438
PA2624	8423	9403	1963	32001	28101	31089
PA2625	639	524	207	409	579	604
PA2626	3460	3088	1602	3355	4090	4395
PA2627	780	872	194	710	1260	1174
PA2628	707	507	141	242	294	362
PA2629	3030	2141	715	4604	4358	2894
PA2630	785	617	188	2475	3250	3660
PA2631	2594	2104	644	2101	1906	1598
PA2632	960	744	329	496	531	776
PA2633	2890	1985	674	1004	796	1031
PA2634	7473	11450	3231	7200	4434	5311
PA2635	609	444	259	124	169	249
PA2636	216	168	95	41	62	84
PA2637	1652	2159	758	1530	1214	1081
PA2638	5297	4389	1408	7955	8328	7883
PA2639	7177	7562	2933	18554	16185	17914
PA2640	1304	1495	420	1981	2488	3177
PA2641	4423	5420	1258	5444	9173	10265
PA2642	8106	11337	2575	17476	21661	23167
PA2643	2453	2673	1013	4932	5058	5640
PA2644	1447	1523	643	3428	3258	3885
PA2645	605	860	502	844	1172	1644
PA2646	400	477	323	660	658	915
PA2647	3829	5652	1776	6744	8256	9064
PA2648	2338	3435	1515	4470	4924	5672
PA2649	2919	4441	1396	6305	6810	7307
PA2650	321	316	78	258	298	361
PA2651	1160	1407	418	913	1322	1210
PA2652	339	265	104	721	1018	1011
PA2653	527	335	165	1010	1528	980
PA2654	1076	580	195	2419	2833	2814
PA2655	203	206	44	97	126	193
PA2656	1596	1879	400	522	804	808
PA2657	2275	3651	727	690	959	1039
PA2658	2131	3080	703	623	507	663
PA2659	4345	5576	2134	1125	749	1053
PA2660	635	625	156	344	617	643
PA2661	626	477	152	308	440	578
PA2662	1699	1302	247	364	597	863
PA2663	570	360	80	127	107	430
PA2664	7097	2571	879	361	709	1781
PA2665	2896	1022	498	611	664	1361
PA2666	821	383	406	655	265	255
PA2667	1019	819	659	3874	587	472
PA2669	218	184	85	70	56	93
PA2670	233	186	151	73	126	187
PA2671	291	203	84	63	75	94
PA2672	40	48	10	39	33	23
PA2673	60	32	12	15	9	24
PA2674	61	32	12	23	8	27
PA2675	99	56	18	62	32	42
PA2676	103	98	48	51	60	89
PA2677	213	186	85	132	123	174
PA2678	212	122	91	160	47	128
PA2679	1068	2308	595	708	1106	1501
PA2680	93	127	48	39	65	81
PA2681	254	264	116	63	75	133
PA2682	9903	21363	4105	436	458	507
PA2683	2467	3774	946	810	997	1288
PA2684	1086	1161	528	3932	6024	8503
PA2685	2488	1489	736	5821	6532	7078
PA2686	1885	852	236	108	119	181
PA2687	1787	569	345	149	249	314
PA2688	651	328	232	125	152	271
PA2689	346	219	76	47	47	102
PA2690	618	445	217	210	306	275
PA2691	12295	3420	1005	235	295	357
PA2692	1514	774	196	542	762	781
PA2693	187	165	115	74	162	125
PA2694	192	140	209	27	86	152
PA2695	1039	838	513	321	655	683
PA2696	293	397	162	125	71	138
PA2697	57	43	29	17	29	55
PA2698	187	207	86	267	258	251
PA2699	573	547	342	83	60	88
PA2700	214	204	93	37	41	58
PA2701	278	332	91	54	65	72
PA2702	656	533	187	305	182	216
PA2703	108	73	25	148	131	151
PA2704	572	555	200	239	357	329
PA2705	1264	1492	462	1035	1107	1150
PA2706	751	874	204	417	398	553
PA2707	2697	2542	914	3987	1868	3057
PA2708	890	1208	203	260	211	275
PA2709	3608	3878	1039	3489	2202	2865
PA2710	672	784	168	272	324	368
PA2711	560	722	296	278	190	223
PA2712	370	387	146	350	635	560
PA2713	357	401	190	410	395	455
PA2714	219	213	63	467	465	600
PA2715	38	67	17	118	105	110
PA2716	680	669	288	98	143	242
PA2717	2183	2039	445	104	65	114
PA2718	507	620	164	153	68	191
PA2719	331	273	89	132	129	186
PA2720	833	851	226	380	660	482
PA2721	1393	1123	451	112	74	95
PA2722	339	393	141	54	23	51
PA2723	411	376	118	205	154	200
PA2724	113	102	34	47	94	156
PA2725	754	692	286	903	874	1289
PA2726	254	302	97	307	351	495
PA2729	274	327	195	709	661	831
PA2730	285	410	379	1105	267	371
PA2732	4268	5063	1763	6528	6088	6964
PA2733	741	779	209	1752	1163	1227
PA2734	2308	3061	1253	4576	4153	4684
PA2735	3505	4151	1303	6166	5837	6167
PA2736	693	468	286	681	397	576
PA2736.1	56	63	19	46	15	24
PA2737	2720	2522	1023	2836	1913	2771
