Geneid	B1K.sam	B2K.sam	B3K.sam	P1K.sam	P2K.sam	P3K.sam
PA4323	519	669	206	1554	2268	1914
PA4324	365	545	195	861	888	681
PA4325	1926	2564	1334	404	606	566
PA4326	158	187	33	166	209	129
PA4327	293	337	109	394	286	250
PA4328	810	921	191	4951	4074	2304
PA4329	3170	3167	1480	10364	12697	11090
PA4330	525	618	179	541	778	755
PA4331	176	326	72	298	343	394
PA4332	290	450	118	797	882	787
PA4333	1900	2509	934	11442	14699	13190
PA4334	343	713	269	632	796	717
PA4335	184	221	124	534	456	481
PA4336	529	560	204	2322	888	1068
PA4337	240	446	109	257	224	209
PA4338	812	1599	645	628	447	355
PA4339	402	594	214	754	866	932
PA4340	387	727	208	728	828	1019
PA4341	219	253	104	140	162	123
PA4342	211	341	106	243	299	177
PA4343	66	107	49	37	59	66
PA4344	749	1403	363	529	486	479
PA4345	1487	2887	1624	712	785	682
PA4346	141	232	53	141	126	91
PA4347	1040	1093	296	2843	2304	1520
PA4348	738	356	241	12968	9544	7865
PA4349	558	655	226	565	556	525
PA4350	564	819	309	1102	1219	829
PA4351	2117	1771	594	2349	2871	1885
PA4352	6128	4712	3179	18985	18660	12377
PA4353	384	562	109	555	516	394
PA4354	116	199	76	580	291	321
PA4355	103	105	55	238	283	265
PA4356	647	521	257	2368	2068	2041
PA4357	355	202	41	178	162	127
PA4358	1843	1146	411	2352	1772	1586
PA4359	431	120	131	302	224	214
PA4360a	78	105	24	83	81	56
PA4361	804	988	445	819	873	811
PA4362	1224	1511	358	240	263	267
PA4363	247	349	107	247	326	276
PA4364	40	36	18	28	35	35
PA4365	85	54	21	59	53	49
PA4366	16145	21124	9122	49857	34409	28373
PA4367	1086	1700	505	2713	1737	1372
PA4368	518	777	150	954	773	658
PA4369	213	426	155	488	413	232
PA4370	6736	6227	2642	8525	8484	9154
PA4371	1259	1260	604	665	1071	1492
PA4372	1335	1226	347	1362	2174	2285
PA4373	1223	1541	435	2126	2626	2587
PA4374	617	720	281	1669	1468	1371
PA4375	859	1033	437	2283	2034	1733
PA4376	1090	1590	494	1381	1574	1419
PA4377	3248	5402	2576	340	394	406
PA4378	530	902	269	612	905	850
PA4379	906	1259	489	593	790	679
PA4380	525	631	248	767	1129	917
PA4381	850	1194	384	926	1113	979
PA4382	701	842	217	345	495	394
PA4383	457	638	226	523	611	481
PA4384	716	1205	629	326	657	486
PA4385	44091	62825	23462	294633	343058	298119
PA4386	10664	11672	5656	49060	46651	50258
PA4387	4390	8551	2445	1261	1688	1515
PA4388	1082	1485	705	1502	2057	1669
PA4389	1750	1917	790	3854	4140	5194
PA4390	670	852	414	932	1559	1656
PA4391	300	308	188	482	501	539
PA4392	255	482	174	176	267	232
PA4393	890	1400	564	1639	1549	1462
PA4394	2172	3697	1327	2348	4209	3179
PA4395	1984	1741	726	6056	4000	3218
PA4396	525	458	179	601	678	565
PA4397	359	586	120	177	242	193
PA4398	1154	1184	477	1354	1276	1179
PA4399	739	899	313	766	1063	970
PA4400	881	1383	688	2317	3302	3526
PA4401	945	1281	472	1084	1790	1581
PA4402	2244	2684	931	3072	4983	4738
PA4403	15344	19418	7939	31494	37905	28830
PA4404	872	938	451	1797	3372	3299
PA4405	916	916	458	556	778	637
PA4406	12521	17436	9702	17923	22965	16574
PA4406.1	34	9	133	30	86	92
PA4407	10229	10873	5380	20280	27148	23705
PA4408	3883	4299	1641	10060	14638	11318
PA4409	1435	1547	642	2414	3821	2769
PA4410	1788	1953	1404	2705	5459	4077
PA4411	2774	4055	1435	7566	12676	10078
PA4412	955	1452	405	1895	3119	2464
PA4413	1805	2596	846	4646	5511	4366
PA4414	2108	2902	1125	6713	7335	6173
PA4415	1616	2531	980	5314	6478	4745
PA4416	2630	3691	1271	5325	7326	6064
PA4417	2818	4697	1383	6592	9763	7817
PA4418	3395	4584	1620	11037	11011	9972
PA4419	338	422	119	690	714	721
PA4420	1561	2211	1329	4479	5015	4403
PA4421	3548	2204	2170	8576	6156	5369
PA4421.1	4672231	6106195	8393530	2194879	2003917	2092269
PA4422	565	687	476	770	1088	1198
PA4423	4103	5436	1925	5062	5572	5072
PA4424	499	648	178	358	501	427
PA4425	2154	2923	1054	4346	3820	3585
PA4426	2284	2924	1023	4797	4478	3855
PA4427	1139	1141	480	2420	2994	2812
PA4428	731	949	442	1726	3186	2502
PA4429	3494	4889	2551	11573	16932	15048
PA4430	3994	5894	3618	18801	26450	24226
PA4431	4836	5526	4678	13088	19080	19556
PA4432	6659	5482	2410	21148	36912	34755
PA4433	7869	4992	4293	23720	35492	37705
PA4434	1813	2532	886	2781	2552	2190
PA4435	977	1009	516	835	795	679
PA4436	487	540	286	830	815	795
PA4437	166	264	100	260	282	286
PA4438	771	701	263	3398	5569	5806
PA4439	1665	2190	740	5262	7166	7079
PA4440	611	1211	455	1298	1638	1342
PA4441	2837	3417	1207	6268	6018	4445
PA4442	1332	1507	924	7392	11661	12494
PA4443	632	637	499	2234	2569	3134
PA4444	1850	2166	1081	1786	1950	1602
PA4445	593	1022	496	1144	1273	1481
PA4446	1320	1559	597	2427	2529	2596
PA4447	1175	1521	672	2558	3623	3140
PA4448	1122	1656	559	2381	3668	3123
PA4449	1836	2540	827	3292	6004	5261
PA4450	8495	9950	3405	10516	19678	17675
PA4451	1769	2022	1524	1819	2740	2381
PA4451.1	0	1	0	0	1	0
PA4452	518	552	112	1412	2078	2239
PA4453	1729	1638	800	7116	7667	7619
PA4454	627	711	491	2152	2808	2399
PA4455	923	949	601	2207	4138	3718
PA4456	2477	3333	1287	4861	7711	7878
PA4457	3732	5453	2251	7268	8850	7206
PA4458	791	1417	698	1738	2360	2036
PA4459	1649	1796	1336	2917	2251	1681
PA4460	1349	1817	1029	6311	4492	3401
PA4461	2568	3030	1635	4186	4404	3314
PA4462	2581	2790	977	5742	4448	4202
PA4463	6597	5169	1927	17613	5375	4612
PA4464	2697	4409	2113	7801	5836	2960
PA4465	2364	3695	1123	9710	7251	4180
PA4466	1179	1160	463	1812	1663	953
PA4467	2728	2457	998	284	281	225
PA4468	4636	3279	1192	212	222	215
PA4469	2399	1251	377	41	63	81
PA4470	6689	5533	1257	311	381	340
PA4471	2111	1836	699	63	75	82
PA4472	2214	3260	835	2130	2999	2763
PA4473	1802	1967	810	1507	1962	1854
PA4474	4045	4866	1596	3299	4642	4589
PA4475	6936	11847	3667	3735	4459	4242
PA4476	2740	3441	1570	3851	5089	4599
PA4477	2711	3026	1070	3932	3940	3527
PA4478	799	1079	411	848	1450	1230
PA4479	308	384	141	1110	1342	1123
PA4480	1107	1224	488	3477	5840	4608
PA4481	3461	3873	1359	5581	10523	10145
PA4482	1491	1484	542	2861	2255	1673
PA4483	3100	3778	1183	5949	7820	6555
PA4484	3082	3843	1424	9193	14008	11612
PA4485	196	254	179	416	689	484
PA4486	548	745	335	774	958	788
PA4487	823	986	332	3263	3964	3233
PA4488	801	1086	429	1256	2524	1953
PA4489	1974	2326	665	10330	13708	10644
PA4490	292	305	94	1099	1651	1179
PA4491	1248	1553	372	4988	7493	6362
PA4492	1683	2334	842	3159	3189	2415
PA4493	2439	3861	1415	4286	5174	3767
PA4494	2555	3669	1381	6288	5734	3354
PA4495	113134	157830	30751	3932	4980	3952
PA4496	4304	4886	1540	1821	1015	1070
PA4497	2686	3042	1019	1029	1255	1152
PA4498	2521	4753	1865	2762	3963	3998
PA4499	1970	2361	1085	2164	1352	994
PA4500	11809	18642	7575	14419	10100	10463
PA4501	1389	2296	893	1087	966	1109
PA4502	2282	3631	1301	2713	2084	1909
PA4503	862	1360	841	1232	983	980
PA4504	614	1467	318	938	904	903
PA4505	741	1423	421	1191	1077	1172
PA4506	1454	2674	642	1079	1243	1312
PA4507	3034	7651	3589	1306	1704	1352
PA4508	91	127	41	288	264	267
PA4509	199	353	116	321	446	431
PA4510	283	460	87	458	605	521
PA4511	409	826	206	767	745	667
PA4512	932	1294	742	2446	1902	1566
PA4513	658	798	270	277	685	665
PA4514	1102	1370	876	692	1009	746
PA4515	1697	1896	769	422	584	659
PA4516	1327	1732	480	416	810	707
PA4517	885	2013	835	1152	1948	1046
PA4518	315	424	294	702	670	633
PA4519	1945	2225	1122	2778	4885	4761
PA4520	660	880	356	755	745	724
PA4521	526	1209	299	567	775	615
PA4522	422	450	267	355	411	361
PA4523	7652	10990	3361	5257	4651	3701
PA4524	1451	1788	717	1221	2021	1963
PA4524.1	4488	10311	20212	4570	6760	4585
PA4525	15044	14331	43851	19750	19668	19884
PA4526	1953	2347	1145	6499	5209	3544
PA4528	600	1014	338	2618	2459	1646
PA4529	745	1002	423	1471	1724	1544
PA4530	228	235	55	340	255	213
PA4531	329	306	92	338	372	338
PA4532	818	1149	332	618	827	619
PA4533	488	574	418	257	467	418
PA4534	2221	2067	897	1247	1577	1590
PA4535	1113	1228	424	1807	1385	845
PA4536	730	812	233	564	680	378
PA4537	199	367	169	495	258	243
PA4538	1474	2046	755	4812	4379	3409
PA4539	1412	2136	844	1611	1864	1671
PA4540	218	240	101	108	193	145
PA4541	1334	1844	520	1217	1368	1287
PA4541.1	16	8	17	11	10	19
PA4541.2	3	3	5	1	1	1
PA4541.3	109	89	98	125	121	131
PA4542	38396	52894	16083	28181	30219	33116
PA4543	466	584	178	370	692	643
PA4544	2191	2892	843	3399	4791	3806
PA4545	4190	3999	1456	6372	5619	5713
PA4546	1128	1509	460	2074	1748	1362
PA4547	933	1359	375	1431	1857	1544
PA4548	1618	1798	1167	1961	2773	3827
PA4549	57	92	30	73	72	102
PA4550	1748	2087	1031	1623	1007	979
PA4551	971	1372	441	1028	738	572
PA4552	1606	1973	778	1189	850	732
PA4553	1321	1749	855	948	790	710
PA4554	6037	7219	3002	4989	4284	3159
PA4555	934	1162	571	656	682	512
PA4556	2211	1865	1209	1584	1279	897
PA4557	1734	2327	976	4179	5878	5114
PA4558	1255	1509	460	2357	3016	2731
PA4559	665	923	278	1450	2204	1853
PA4560	7740	10412	3519	13901	23467	20295
PA4561	2250	2904	933	2528	3254	3228
PA4562	542	561	196	856	1147	1223
PA4563	4620	3506	2977	7767	8869	10017
PA4564	1476	1393	975	1515	2433	2075
PA4565	4678	4976	5438	7681	13633	12109
PA4566	3344	4556	1967	6268	12076	11259
PA4567	8455	3557	1739	10656	19416	19712
PA4568	9273	3624	3854	22533	24476	26158
PA4569	2421	2366	1115	4475	4985	5254
PA4570	1118	734	658	31	51	39
PA4571	1313	1278	651	17439	13717	7674
PA4572	4278	7231	3235	4001	7370	6876
PA4573	2952	4489	1680	267	416	333
PA4574	212	256	137	446	411	386
PA4575	1536	3611	1445	760	787	626
PA4576	4203	4876	1844	9278	10319	9583
PA4577	1326	1311	828	5761	5615	2523
PA4578	7252	6981	1540	36456	17468	15120
PA4579	1053	1391	626	4366	5442	4234
PA4580	335	341	185	759	902	841
PA4581	689	924	369	1283	1766	1717
PA4581.1	835	694	133	1326	1134	1125
PA4582	288	410	116	567	943	756
PA4583	149	186	61	603	975	870
PA4584	220	337	93	505	681	660
PA4585	233	297	76	354	538	483
PA4586	158	258	81	190	305	245
PA4587	1120	949	461	5855	4631	2281
PA4588	885	1196	488	944	1495	1466
PA4589	326	361	162	316	380	375
PA4590	1362	1140	221	430	350	386
PA4591	339	488	211	327	303	325
PA4592	274	423	133	542	574	649
PA4593	68	142	52	160	206	272
PA4594	626	744	115	212	225	207
PA4595	5111	6568	1832	13758	18625	17272
PA4596	189	381	211	1222	1642	763
PA4597	155	327	78	363	468	392
PA4598	317	450	202	544	676	539
PA4599	82	109	42	111	188	207
PA4600	254	438	166	884	628	791
PA4601	1228	1877	836	2677	3055	2467
PA4602	4894	4380	1463	9987	17261	15970
PA4603	243	395	208	404	389	424
PA4604	993	1332	517	1010	1307	1405
PA4605	1700	2795	765	1400	1649	1708
PA4606	8681	14526	4274	12495	13334	14611
PA4607	42929	37093	13461	6623	4089	4701
PA4608	1264	1805	581	958	864	800
PA4609	1418	2430	747	1509	2197	2330
PA4610	496	947	277	1634	1537	588
PA4611	3362	3368	1761	12283	6225	5400
PA4612	117	173	105	180	181	165
PA4613	304	374	165	471	586	490
PA4614	2579	1999	3043	3567	3055	3450
PA4615	1113	1475	595	1181	1484	1258
PA4616	143	110	43	1012	1221	935
PA4617	596	1118	338	1525	2024	1600
PA4618	710	1355	586	924	1411	1191
PA4619	227	347	120	1202	1545	1430
PA4620	26	67	21	366	685	579
PA4621	280	487	218	3557	4627	3684
PA4622	167	183	78	515	608	491
PA4623	104	82	31	147	108	70
PA4624	778	991	323	751	900	851
PA4625	1367	2261	880	2374	3102	2787
PA4626	432	567	157	974	1072	880
PA4627	744	943	293	941	1655	1303
PA4628	933	1004	472	2238	3020	2267
PA4629	194	205	62	545	624	518
PA4630	418	348	124	336	417	400
PA4631	1195	1271	363	2559	4144	4489
PA4632	1032	734	304	2945	4829	6113
PA4633	610	908	306	883	1148	918
PA4634	597	845	297	295	507	419
PA4635	124	202	32	119	174	214
PA4635a	263	298	63	179	182	145
PA4636a	91	157	68	31	58	43
PA4636	1050	1066	513	2641	3101	3149
PA4637	936	1411	241	922	1475	1171
PA4637a	27203	13884	12470	454	340	315
PA4639	2899	3870	1106	5339	6445	6971
PA4640	2408	3317	1227	7040	10391	10837
PA4642	368	615	248	577	520	586
PA4643	1158	2025	566	1268	1736	1282
PA4644	222	199	49	362	949	964
PA4645	544	482	286	1368	1831	2056
PA4646	1412	1402	698	1549	2230	2127
PA4647	1424	1575	711	2371	3581	3593
PA4648	1684	1450	539	173	152	108
PA4649	545	425	158	111	169	86
PA4650	386	372	98	67	108	105
PA4651	829	827	277	88	127	114
PA4652	580	652	182	157	266	267
PA4653	466	629	189	398	327	249
PA4654	166	241	77	119	114	141
PA4655	1863	2182	539	2386	3153	3194
PA4656	1565	2232	764	1266	2072	1881
PA4657	2881	3852	905	1615	1609	1318
PA4658	2015	3467	630	1110	951	728
PA4659	326	914	128	351	419	332
PA4660	1156	2084	505	1509	2594	2537
PA4661	2160	4309	4109	10880	13134	15592
PA4662	759	890	425	1385	2414	1936
PA4663	390	786	191	1104	1586	1472
PA4664	974	1423	493	3259	5380	4721
PA4665	1019	1286	504	3058	5137	4542
PA4666	1148	1447	467	2071	3271	3258
PA4667	4074	5358	1700	6270	6909	5450
PA4668	821	1261	322	1315	1520	1194
PA4669	1506	1090	1016	5306	4587	4305
PA4669.1	204	161	166	304	274	191
PA4670	4015	3868	2951	15122	17158	14178
PA4671	10394	7510	3101	66694	82242	77139
PA4672	343	422	155	1081	2153	1942
PA4673	1758	1712	928	5554	10632	9035
PA4673.1	5	6	19	11	10	9
PA4674	344	458	469	587	593	516
PA4675	890	744	287	2450	3994	3761
PA4676	488	699	193	1117	1432	1399
PA4677	745	1493	447	878	1199	981
PA4678	211	234	68	365	485	367
PA4679	705	715	273	311	771	786
PA4680	99	103	66	44	50	36
PA4681	208	294	108	94	107	56
PA4682	413	558	254	246	269	178
PA4683	168	229	121	971	840	357
PA4684	765	902	378	1534	2205	2024
PA4685	3	1	1	0	1	0
PA4686	2048	2051	758	5116	8929	8013
PA4687	2203	2732	1140	3592	4200	4189
PA4688	411	724	173	1282	1795	1546
PA4689	1653	2257	827	3571	4583	3937
PA4690	204	323	127	404	423	427
PA4690a	334	403	222	447	502	424
PA4690.1	204	53	132	990	308	496
PA4690.2	617170	103664	102793	618931	23995	39148
PA4690.3	46	35	55	132	133	131
PA4690.4	229	77	366	580	419	819
PA4690.5	437855	31470	39927	359902	11740	20702
PA4691	335	645	434	313	315	285
PA4692	885	1369	486	673	793	670
PA4693	2446	3482	1688	4830	5501	5338
PA4694	2722	3473	1465	18313	17819	15845
PA4695	497	516	190	1992	2133	1862
PA4696	2995	3619	1661	7250	9612	7733
PA4697	754	815	496	2019	1267	1077
PA4698	581	1429	542	932	1514	1359
PA4699	1529	2304	890	1228	2925	2317
PA4700	2857	4461	1551	5268	7682	6640
PA4701	4633	5772	1949	7420	8680	7334
PA4702	1794	2603	734	345	353	256
PA4703	1856	2014	504	188	153	110
PA4704	776	876	345	1057	880	898
PA4704.1	3438	382	190	61	84	63
PA4704.2	4021	584	531	20	33	42
PA4705	641	612	173	675	898	870
PA4706	231	261	96	106	119	171
PA4707	709	692	237	267	335	426
PA4708	1593	1691	567	281	406	377
PA4709	2476	2166	476	99	100	117
PA4710	2176	2085	988	300	300	300
PA4711	195	252	151	428	419	415
PA4712	206	456	152	259	352	268
PA4713	442	1200	731	198	265	216
PA4714	6166	6184	1498	1978	2095	1890
PA4715	2667	1497	701	2584	3222	3247
PA4716	771	1187	474	1163	1230	1013
PA4717	1395	2453	733	969	1286	1215
PA4718	605	812	205	960	1094	799
PA4719	717	770	361	1398	2551	2248
PA4720	738	959	295	2042	4571	3428
PA4721	524	628	313	886	1565	1338
PA4722	3490	4521	1811	1422	1869	1825
PA4723	7412	4472	2805	13422	16516	17632
PA4724	418	454	216	985	2084	1903
PA4724.1	32	31	25	41	38	26
PA4725	2129	2502	800	3169	3286	2781
PA4726	8270	11931	3725	8960	9873	7541
PA4726.1	19	6	26	7	6	12
PA4726.11	7820	1859	3902	1551	288	472
PA4726.2	0	0	0	0	0	0
PA4727	3502	4749	1673	7475	9425	6652
PA4728	432	725	152	1072	1592	1113
PA4729	1064	1175	444	2156	3199	2937
PA4730	741	933	240	1963	3065	3001
PA4731	483	384	184	1443	1319	1116
PA4732	3172	4371	1501	5452	5689	5345
PA4733	3378	4871	1505	1847	1540	1734
PA4734	1225	1878	550	1384	1575	1429
PA4735	5860	7282	2516	7840	8426	5972
PA4736	443	504	335	595	716	440
PA4737	625	796	370	1250	1300	955
PA4738	5194	2016	853	485	219	202
PA4739	3236	1449	479	351	135	128
PA4740	14858	20542	7481	24980	53334	37997
PA4741	3455	3001	2210	6534	7544	9411
PA4742	6333	8188	2403	4734	9873	7480
PA4743	261	221	121	784	1487	1488
PA4744	18217	17229	8365	34767	86217	71742
PA4745	8807	8715	4989	14012	31661	26258
PA4746	2569	2019	1220	2252	3057	1794
PA4746.1	1092	544	1130	500	823	493
PA4746.2	580	329	863	468	490	492
PA4747	3850	2252	3567	4046	7924	6191
PA4748	9119	8902	6158	20072	34543	31239
PA4749	4114	5355	2967	11310	17903	14982
PA4750	1989	3028	1543	2701	5115	3850
PA4751	31363	38838	16824	32369	33784	30568
PA4752	5676	8168	3726	2625	3678	2924
PA4753	906	862	1245	1521	1905	1551
PA4754	879	1344	533	1201	2958	2483
PA4755	1258	2064	798	3085	4260	4312
PA4756	8676	13460	4893	17080	24444	21482
PA4757	1062	1748	1403	1325	2151	1998
PA4758	4597	7525	2565	7296	8986	8800
PA4758.1	4	0	11	6	3	2
PA4759	3622	5012	2012	6043	11159	10153
PA4760	6057	7985	2840	10350	18021	16987
PA4761	74530	109041	31837	83745	115283	110026
PA4762	14260	20440	8780	17152	24233	23651
PA4763	2106	2264	697	2178	2749	2738
PA4764	4826	8245	3949	4580	4834	5481
PA4765	2014	2405	1415	5195	2543	2460
PA4766	311	419	109	351	578	533
PA4767	1265	1893	504	1625	1916	1857
PA4768	429	490	202	1158	1434	1853
PA4769	1128	1362	1089	1907	2970	3128
PA4770	736	1027	339	5948	6902	6430
PA4771	263	404	145	2702	3976	3490
PA4772	335	541	120	4386	5406	5257
PA4773	108	59	44	799	1196	1433
PA4774	255	185	66	1308	2817	2531
PA4775	196	327	130	405	1020	894
PA4776	197	313	66	414	633	566
PA4777	236	370	132	639	839	616
PA4778	2498	4458	1603	2292	1660	1751
PA4779	252	485	192	377	525	453
PA4780	1279	1329	609	1085	1643	1660
PA4781	1839	2654	773	522	776	599
PA4782	120	135	47	476	558	627
PA4783	143	218	99	500	669	414
PA4784	186	200	96	421	671	516
PA4785	1441	1760	499	570	650	645
PA4786	989	1407	439	415	470	500
PA4787	1813	3066	1730	2457	2213	2501
PA4788	478	615	189	80	102	107
PA4789	118	133	59	177	203	212
PA4790	213	275	90	214	357	423
PA4791	316	552	144	251	248	271
PA4792	552	797	264	371	494	505
PA4793	1553	1582	1052	2412	1320	1014
PA4794	289	524	180	376	321	241
PA4795	136	165	32	184	51	68
PA4796	437	636	191	430	406	431
PA4797	288	367	210	324	364	381
PA4798	2104	2087	1091	1510	1416	1341
PA4799	453	446	162	257	278	270
PA4800	148	172	56	237	343	291
PA4801	258	370	109	495	550	592
PA4802	232	292	137	539	628	385
PA4802.1	54	70	20	56	66	45
PA4803	861	1134	482	1036	758	648
PA4804	316	496	170	514	516	423
PA4805	161	218	70	193	203	245
PA4806	226	299	100	303	308	249
PA4807	548	900	192	891	1285	1288
PA4808	571	895	181	1391	1665	1581
PA4809	437	945	198	747	1515	1184
PA4810	514	1614	373	1040	2354	1664
PA4811	1638	2363	992	3500	6497	5044
PA4812	5846	10665	3654	14455	26141	21850
PA4813	82	118	52	112	127	136
PA4814	101	111	43	45	80	83
PA4815	204	367	76	400	460	436
PA4816	377	426	110	627	821	714
PA4817	68	51	36	115	221	167
PA4818	43	67	20	60	120	142
PA4819	9	13	14	23	56	66
PA4820	45	32	7	64	61	51
PA4821	280	337	64	423	523	506
PA4822	122	220	47	297	420	360
PA4823	0	2	1	12	9	14
PA4824	14	35	13	72	49	93
PA4825	213	274	82	1284	1007	1104
PA4826	407	217	67	847	741	614
PA4827	497	818	253	599	685	563
PA4828	206	257	149	118	122	134
PA4829	924	1024	567	482	581	645
PA4830	87	187	63	241	297	254
PA4831	204	271	115	740	613	761
PA4832	69	143	37	311	331	393
PA4833	609	975	431	536	473	391
PA4834	160	202	69	153	150	131
PA4835	108	171	46	166	169	160
PA4836	65	90	54	111	90	64
PA4837	254	341	148	209	247	215
PA4838	221	195	79	402	489	452
PA4839	1529	2015	574	2635	6439	5871
PA4840	439	529	118	505	1010	1304
PA4841	1159	1837	446	1004	1690	1512
PA4842	6308	8553	3470	6796	7182	7553
PA4843	254	328	114	1650	1579	1065
PA4844	76	135	36	144	220	206
PA4845	1036	1556	634	1739	2310	1958
PA4846	1007	970	530	2228	2052	1765
PA4847	460	703	724	2134	2693	3243
PA4848	5670	10466	4653	28023	48402	42191
PA4849	149	204	74	305	510	374
PA4850	1901	2103	848	3385	4611	3949
PA4851	1558	1942	663	2604	3005	3096
PA4852	3766	3902	1368	5625	11057	10201
PA4853	453	263	133	1005	1873	1814
PA4854	1571	1507	594	6601	11720	9074
PA4855	969	896	371	3776	7068	6268
PA4856	1207	1385	429	3566	3598	3248
PA4857	149	164	63	163	135	189
PA4858	139	197	154	192	224	185
PA4859	35	100	13	48	82	71
PA4860	31	49	20	46	55	50
PA4861	25	65	18	62	89	84
PA4862	60	118	15	119	113	92
PA4863	297	383	155	326	368	303
PA4864	147	170	53	106	153	90
PA4865	53	72	30	86	113	104
PA4866	109	169	58	155	220	187
PA4867	154	212	121	149	194	159
PA4868	1034	1212	524	1286	1404	1526
PA4869	1445	1655	598	1552	1648	1401
PA4870	654	612	177	527	312	366
PA4871	152	312	103	418	487	536
PA4872	805	1432	571	2053	2161	2326
PA4873	843	1343	583	652	1490	1383
PA4874	5389	4935	2743	1465	1560	1691
PA4876	1376	2463	995	1356	797	921
PA4877	915	1622	525	247	147	129
PA4878	625	818	227	812	624	542
PA4879	1535	2530	603	1460	1416	1254
PA4880	1581	3193	1120	2410	1102	608
PA4881	47	60	30	135	74	100
PA4882	77	186	38	101	102	105
PA4883	14	15	3	10	14	33
PA4884	35	55	31	56	47	38
PA4885	178	191	88	381	292	354
PA4886	187	318	108	573	869	653
PA4887	258	647	254	1238	2007	1345
PA4888	449	1286	607	3706	4043	2888
PA4889	459	1850	798	2847	4341	2841
PA4890	868	1482	457	1361	2183	1680
PA4891	49	34	16	109	153	133
PA4892	32	21	10	38	64	49
PA4893	118	107	31	155	173	145
PA4894	113	77	29	146	156	150
PA4895	229	167	35	45	91	62
PA4896	690	531	166	48	44	55
PA4897	849	705	408	358	404	429
PA4898	164	187	51	117	102	94
PA4899	1396	2089	285	198	335	301
PA4900	686	1380	450	84	112	85
PA4901	177	263	70	161	142	157
PA4902	133	209	62	211	191	208
PA4903	164	238	55	98	79	82
PA4904	114	189	64	169	148	139
PA4905	74	135	45	68	93	86
PA4906	471	624	185	408	725	670
PA4907	956	1494	446	2029	2029	1901
PA4908	131	197	52	51	46	47
PA4909	253	319	152	136	146	99
PA4910	247	258	94	74	87	73
PA4911	174	272	81	41	57	63
PA4912	183	238	79	173	151	150
PA4913	2246	2981	1079	416	307	374
PA4914	711	1059	340	621	602	390
PA4915	1523	2366	744	1088	890	693
PA4916	616	1159	319	2011	1406	922
PA4917	990	1679	235	2541	2870	1589
PA4918	109	202	119	8560	5240	4486
PA4919	336	388	162	10717	5791	4114
PA4920	1070	1684	464	11270	8760	6804
PA4921	424	690	218	1457	1673	1310
PA4922	23104	29880	10063	93465	34968	22814
PA4923	397	524	143	1415	2292	2273
PA4924	961	994	494	1475	1910	1491
PA4925	981	1123	356	178	236	192
PA4926	279	542	167	169	229	196
PA4927	699	1125	401	490	587	598
PA4928	2027	1761	668	3024	6264	5428
PA4929	200	253	109	367	537	503
PA4930	684	793	299	935	2018	1802
PA4931	1745	2057	940	2731	4769	3921
PA4932	7451	7222	4540	23312	55113	45832
PA4933	9077	12494	4822	21687	76378	65189
PA4934	3866	2999	2099	11959	26428	25793
PA4935	8975	5108	3502	24983	47402	46156
PA4936	1669	2729	1101	1804	3063	2423
PA4937	10667	15085	6528	11792	19362	13124
PA4937.1	140	64	115	164	170	133
PA4937.2	341	123	127	290	335	310
PA4938	8274	9596	3772	14725	25567	23562
PA4939	4163	5544	1687	3971	9564	8022
PA4940	204	234	240	302	451	586
PA4941	11095	13049	5905	18511	29191	25625
PA4942	12483	15238	5937	17484	26518	24739
PA4943	14897	19869	6219	25656	36858	32680
PA4944	3123	3150	4007	3102	2919	3586
PA4945	4744	4563	1832	3986	4041	3611
PA4946	2425	4337	1222	4511	6395	5623
PA4947	3895	4737	2059	6161	5816	5071
PA4948	602	722	339	686	753	694
PA4949	777	1391	403	1191	1668	1607
PA4950	1305	2005	714	2038	2532	1951
PA4951	2524	3545	881	2592	2455	2190
PA4952	1753	2185	889	2903	3904	3677
PA4953	1262	1777	491	2376	2534	1832
PA4954	1070	1667	835	1777	1478	1232
PA4955	1337	2112	441	1342	1276	979
PA4956	1769	1642	806	1517	2177	1974
PA4957	2157	2561	818	2804	4413	3677
PA4958	4400	5723	1602	5678	5982	4067
PA4959	2494	3578	1071	4977	6379	5409
PA4960	2198	3113	1153	4897	6542	6316
PA4961	2852	3301	1589	4611	4409	3872
PA4962	74	112	17	131	199	162
PA4963	3428	3508	1312	2845	5148	4773
PA4964	2917	3880	1522	8208	12283	10701
PA4965	259	452	144	865	1329	990
PA4966	584	1032	390	1773	2969	2688
PA4967	1780	2185	1112	6100	8319	7871
PA4968	1240	1474	678	1800	2217	1696
PA4969	797	1293	374	2690	3005	2475
PA4970	951	1091	274	945	1427	1469
PA4971	2104	3257	1719	4326	4470	4914
PA4972	1145	2007	749	1866	2083	1537
PA4973	1038	1162	403	1480	1792	1571
PA4974	3552	4116	1118	5918	6793	6661
PA4975	354	566	224	387	470	499
PA4976	401	757	181	398	534	422
PA4977	309	463	106	268	257	314
PA4978	365	775	163	297	333	469
PA4979	351	599	139	226	212	312
PA4980	162	242	91	189	124	144
PA4981	415	616	224	288	266	264
PA4982	283	399	135	215	195	289
PA4983	840	1189	636	986	1427	1124
PA4984	419	669	219	345	526	563
PA4985	67	264	129	350	516	601
PA4986	308	654	138	749	739	877
PA4987	348	410	120	809	882	826
PA4988	490	742	219	1068	1842	1694
PA4989	125	170	53	221	206	259
PA4990	217	307	92	306	265	198
PA4991	1234	1633	676	1691	2857	2776
PA4992	833	1116	310	1574	1979	1645
PA4993	2078	2825	715	994	1166	905
