Geneid	B1N.sam	B2N.sam	B3N.sam	P1N.sam	P2N.sam	P3N.sam
PA4278	396	852	583	1668	2795	2340
PA4279	452	459	528	1784	2279	2374
PA4280	827	794	839	3371	3506	3725
PA4280.1	493	19	448	1727	896	820
PA4280.2	1059995	14133	474424	431760	19672	46823
PA4280.3	54	73	52	143	228	231
PA4280.4	325	179	215	1004	880	1098
PA4280.5	724622	3136	419508	143701	8547	22831
PA4281	603	618	1009	1495	1534	1225
PA4282	1222	1192	2283	2306	2859	2894
PA4283	346	828	899	1547	2168	1604
PA4284	856	1425	1717	3177	3943	3235
PA4285	843	1618	1632	3757	4971	4163
PA4286	338	707	661	1263	1809	1317
PA4287	85	45	104	163	156	141
PA4288	299	313	534	242	201	242
PA4289	176	623	552	396	352	327
PA4290	496	3404	2751	2317	2454	1689
PA4291	1638	990	2064	1452	966	1006
PA4292	1565	1075	2254	6340	4600	4312
PA4293	408	920	1075	246	292	216
PA4294	364	532	731	25	16	14
PA4295	38	37	64	11	2	3
PA4296	2281	1447	3141	158	122	160
PA4297	714	700	1040	366	265	231
PA4298	4	28	10	2	5	0
PA4299	31	73	111	40	32	25
PA4300	70	94	158	47	44	46
PA4301	62	65	133	51	49	45
PA4302	109	154	229	85	90	96
PA4303	150	247	298	117	106	119
PA4304	158	271	314	89	105	106
PA4305	315	518	598	103	144	107
PA4306	2446	1959	4195	64	74	69
PA4307	484	492	716	2347	1377	2457
PA4308	1062	1671	2038	1249	1610	1662
PA4309	378	376	663	391	369	354
PA4310	410	534	786	1203	1229	1251
PA4311	2352	3528	4914	669	627	527
PA4312	750	1128	1615	663	686	623
PA4313	402	579	626	743	1005	820
PA4313a	168	416	274	316	408	389
PA4314	1505	1033	2085	4479	3555	4595
PA4315	6261	1238	5975	8128	1873	3563
PA4316	1739	1617	2397	2757	2881	2848
PA4317	1499	1562	1366	10111	11430	9175
PA4318	268	727	330	2947	3873	2484
PA4319	231	233	290	1444	1292	892
PA4320	520	800	782	3549	3680	2371
PA4321	377	412	428	2738	2968	1831
PA4322	427	623	661	3132	3392	2667
PA4323	344	587	538	2180	2515	1711
PA4324	392	339	615	1001	837	835
PA4325	1163	2689	1792	585	797	636
PA4326	159	145	289	174	148	208
PA4327	288	146	360	330	183	214
PA4328	537	528	846	1910	1658	1619
PA4329	2870	1979	3697	8142	8745	9360
PA4330	381	455	616	527	620	548
PA4331	225	153	303	344	296	263
PA4332	310	250	350	743	573	634
PA4333	2221	1496	2684	13622	9310	12850
PA4334	199	526	440	577	643	529
PA4335	186	182	264	377	332	295
PA4336	582	562	848	1002	656	689
PA4337	135	286	256	218	197	159
PA4338	612	966	1076	581	551	341
PA4339	238	576	486	856	1123	745
PA4340	406	383	691	740	705	656
PA4341	137	205	228	135	187	161
PA4342	162	265	222	152	179	161
PA4343	68	95	110	49	59	34
PA4344	498	780	1208	457	454	343
PA4345	789	2620	2482	668	1078	659
PA4346	86	167	207	94	114	90
PA4347	433	1238	699	1221	1915	1268
PA4348	617	348	561	5726	4267	4511
PA4349	309	624	769	363	380	298
PA4350	384	436	764	394	448	416
PA4351	1110	1924	2088	816	1472	994
PA4352	4455	4916	6754	5621	7902	7045
PA4353	201	257	396	489	442	349
PA4354	86	68	102	334	194	195
PA4355	62	62	95	210	196	179
PA4356	293	371	368	2046	1600	1773
PA4357	152	117	161	118	131	77
PA4358	963	752	947	1279	1182	850
PA4359	259	138	146	140	136	166
PA4360a	11	65	37	92	105	59
PA4361	616	654	1046	661	611	656
PA4362	642	1231	1133	216	239	201
PA4363	142	218	271	208	281	244
PA4364	22	48	31	42	54	53
PA4365	59	45	107	71	82	44
PA4366	13182	10549	20575	47837	25675	36446
PA4367	1374	1021	1757	1773	1312	1226
PA4368	292	438	553	531	524	468
PA4369	257	226	495	395	201	207
PA4370	6197	2813	7096	7644	4312	4830
PA4371	1011	988	1194	1542	1118	1125
PA4372	975	714	1225	1859	1771	1661
PA4373	873	903	1278	2716	2167	2060
PA4374	637	566	854	1550	1519	1218
PA4375	912	812	1033	2062	1960	1690
PA4376	1006	976	1450	1393	1278	1397
PA4377	2791	3991	5389	448	488	507
PA4378	623	417	1052	595	601	557
PA4379	1173	824	1616	621	741	540
PA4380	423	418	599	947	962	686
PA4381	644	631	1131	969	809	832
PA4382	368	462	610	287	319	232
PA4383	482	577	670	419	547	373
PA4384	352	1262	654	265	296	362
PA4385	44380	21929	67515	193800	130907	228576
PA4386	7945	5440	13789	27783	21656	36427
PA4387	2675	3968	4794	873	756	963
PA4388	653	1319	1052	1365	2119	1999
PA4389	1896	1247	2913	4058	2931	4724
PA4390	665	535	1275	1490	1011	1642
PA4391	267	214	416	560	474	466
PA4392	128	384	263	255	339	256
PA4393	594	1278	977	2164	2061	1804
PA4394	1154	2841	3225	2975	4185	3511
PA4395	3134	967	3692	5459	2312	4305
PA4396	244	413	337	451	502	458
PA4397	214	447	424	173	203	175
PA4398	819	794	984	1620	1458	1260
PA4399	360	674	691	944	1014	1008
PA4400	528	1256	974	2833	3148	3408
PA4401	439	1220	813	1179	1527	1454
PA4402	1738	2050	2411	2155	2660	2672
PA4403	15643	13450	21634	29751	31071	29900
PA4404	447	927	735	1709	2215	2197
PA4405	545	730	709	717	665	610
PA4406	8812	10943	14049	22927	20697	18799
PA4406.1	14	57	33	57	128	77
PA4407	10557	7215	17412	15759	16876	16273
PA4408	3826	2891	6610	10071	10367	9489
PA4409	1321	1316	2033	2680	3793	2547
PA4410	1528	1806	2928	3463	5664	4117
PA4411	2618	2748	5228	8904	9962	8417
PA4412	987	1209	1832	2760	3034	2455
PA4413	1346	2253	2144	5291	6052	4732
PA4414	2468	2052	3943	6659	6017	5088
PA4415	1354	2042	2266	5046	5792	4643
PA4416	2465	3504	4008	6014	8165	6063
PA4417	1972	3839	3685	8745	10480	8337
PA4418	3427	3292	6024	10765	9245	8631
PA4419	337	311	530	679	498	615
PA4420	1454	2162	2763	4704	5502	4662
PA4421	3213	2042	4796	7385	6694	5221
PA4421.1	2120441	7492685	3982309	2433120	2341179	2645063
PA4422	455	695	786	1194	1453	1312
PA4423	3452	3630	4569	6907	6449	6107
PA4424	463	415	600	514	683	488
PA4425	1973	1507	2583	4059	3136	3498
PA4426	1630	1698	2510	4638	3944	4508
PA4427	1016	676	1522	1747	1330	1729
PA4428	442	928	585	1404	2345	1840
PA4429	3973	2884	6194	10283	8937	11640
PA4430	5588	3003	7581	15439	13529	17691
PA4431	5364	3679	6702	11676	12400	16200
PA4432	6375	3618	7234	42451	30194	43262
PA4433	10219	3647	8592	51615	40848	55049
PA4434	1505	1819	2282	1767	1952	1760
PA4435	617	812	1338	771	876	661
PA4436	456	402	596	1023	883	641
PA4437	109	154	140	221	273	213
PA4438	720	603	965	6264	5275	6631
PA4439	1744	1382	2677	5613	5685	6252
PA4440	479	989	748	1524	1945	1572
PA4441	1952	2289	2906	8028	6258	6874
PA4442	1413	1361	2163	7809	6107	11851
PA4443	687	386	865	2969	1675	3502
PA4444	1174	1736	2003	2979	2969	2919
PA4445	515	741	923	1531	1426	1513
PA4446	1384	877	1978	2832	2029	2327
PA4447	957	1036	1391	4480	4801	5111
PA4448	1043	1118	1491	4474	4616	4412
PA4449	1553	1566	2879	5154	5089	5121
PA4450	6491	7136	10553	16054	19488	18249
PA4451	1613	1892	2430	3173	3785	3337
PA4451.1	0	0	0	0	0	1
PA4452	312	300	724	2562	2033	2202
PA4453	2342	906	3245	8799	5517	8235
PA4454	621	571	1081	3124	2898	2820
PA4455	636	997	978	4009	5019	4520
PA4456	2027	1940	3338	8291	8303	8027
PA4457	3457	3671	5833	10031	9505	8972
PA4458	988	849	1776	2240	2212	2127
PA4459	1439	1225	1876	3118	2109	2366
PA4460	2992	789	3515	6591	3733	4082
PA4461	2880	2027	4469	5761	4171	4190
PA4462	3656	1164	4440	6238	4192	4688
PA4463	12687	1859	14503	9834	3574	4705
PA4464	1384	2613	2305	5311	5793	4735
PA4465	2284	2038	3967	7701	6713	6004
PA4466	1624	685	2098	1946	1496	1396
PA4467	828	1769	1371	247	271	208
PA4468	1657	2012	2365	160	190	152
PA4469	1206	814	1555	36	47	53
PA4470	3714	2318	6014	307	281	284
PA4471	1594	1080	2324	69	58	45
PA4472	1142	2099	2178	1602	2129	2117
PA4473	2168	968	2709	1872	1560	1724
PA4474	3049	2977	4522	2913	3235	3586
PA4475	3401	7249	6721	3168	3593	3344
PA4476	2480	2464	4052	4363	5193	3687
PA4477	2393	1523	3828	3129	2891	2664
PA4478	638	742	1131	1146	1427	1074
PA4479	192	323	289	1499	1690	1071
PA4480	853	957	1125	5233	5540	4214
PA4481	3473	2747	4049	9354	10696	9519
PA4482	1115	764	814	2940	2379	2554
PA4483	2622	2978	3596	6564	7209	6592
PA4484	2855	1874	3834	8917	8233	9408
PA4485	137	290	210	427	747	497
PA4486	429	560	719	790	1058	797
PA4487	656	800	948	3648	4468	3200
PA4488	418	1023	706	2226	4289	2059
PA4489	1919	2042	2190	13080	17732	10927
PA4490	251	270	309	1699	2135	1413
PA4491	1069	1429	1340	7287	10283	6369
PA4492	1665	2216	2031	4210	4112	3119
PA4493	2643	2173	5139	2714	3026	2697
PA4494	2005	2728	3040	3619	4327	2824
PA4495	92418	129528	123460	2766	3459	3118
PA4496	5342	2204	5227	917	741	762
PA4497	2215	1773	2578	460	650	417
PA4498	2268	4055	6408	1582	1827	1176
PA4499	1821	1379	2485	1529	1150	1071
PA4500	12423	10212	19550	3798	3423	2575
PA4501	1339	1811	2118	295	360	186
PA4502	1943	2441	2830	888	1183	786
PA4503	985	906	1662	640	558	504
PA4504	493	789	665	387	396	356
PA4505	775	662	1147	588	457	495
PA4506	898	1213	1643	1215	1490	1216
PA4507	798	5309	2384	5240	7329	4885
PA4508	91	107	108	306	229	297
PA4509	130	268	208	517	578	466
PA4510	154	426	338	663	786	636
PA4511	507	334	1070	848	564	653
PA4512	828	1063	1286	2646	2337	2277
PA4513	449	558	798	638	718	558
PA4514	933	1041	1182	843	800	618
PA4515	1352	890	1832	793	642	578
PA4516	744	1069	1215	966	964	627
PA4517	786	889	1305	779	1058	608
PA4518	199	504	292	582	840	662
PA4519	2071	1442	2440	3161	2713	3475
PA4520	751	578	1252	1091	889	648
PA4521	417	741	765	706	630	645
PA4522	328	367	533	367	480	354
PA4523	5820	7105	10557	3848	3611	3472
PA4524	897	1564	1533	2006	2531	2347
PA4524.1	3031	14456	9647	1916	3249	2265
PA4525	17459	23607	46759	6718	7770	8296
PA4526	2360	1367	3817	3189	2619	2825
PA4528	512	537	925	1577	1262	1246
PA4529	770	695	1318	1497	1470	1262
PA4530	152	160	237	307	246	276
PA4531	293	220	395	280	437	269
PA4532	532	813	866	673	662	585
PA4533	365	506	606	315	433	400
PA4534	1289	1891	1728	1271	1479	1317
PA4535	640	762	1062	1779	1602	1318
PA4536	308	642	564	725	984	635
PA4537	130	150	134	428	289	258
PA4538	1207	1157	1624	4417	3600	3564
PA4539	905	1720	1342	2127	2303	2097
PA4540	175	249	222	156	210	158
PA4541	1075	1244	1647	1352	1444	1430
PA4541.1	14	4	12	13	12	12
PA4541.2	2	1	6	3	0	1
PA4541.3	132	55	137	166	113	109
PA4542	38184	20273	40070	12065	8890	19247
PA4543	240	513	589	671	1101	612
PA4544	1909	2025	2796	5029	5473	4588
PA4545	4087	2095	4795	9640	7366	7819
PA4546	779	1099	1317	2350	1736	1727
PA4547	783	748	1298	1935	1768	1724
PA4548	1308	1233	1909	2974	2769	3305
PA4549	55	79	92	70	95	59
PA4550	1961	976	2545	804	642	654
PA4551	1057	442	1366	573	322	419
PA4552	1239	954	1519	696	578	616
PA4553	924	1040	1285	785	732	707
PA4554	5405	3574	6680	3456	3094	2939
PA4555	606	874	671	438	543	456
PA4556	1774	944	1980	992	851	844
PA4557	1355	1416	2276	4315	4342	4672
PA4558	1521	800	2465	2455	1682	2308
PA4559	680	477	1156	1745	1439	1744
PA4560	6765	6905	10554	15704	18738	19788
PA4561	1762	1974	2619	3248	3289	3092
PA4562	400	443	538	1399	1421	1413
PA4563	7581	3743	7916	10280	6144	10547
PA4564	827	1271	1441	1775	2562	2405
PA4565	2239	5978	4058	10963	21125	16333
PA4566	2914	3127	4528	9878	11752	11827
PA4567	5019	2220	6357	25120	14358	22623
PA4568	14427	2771	16777	35857	18517	26170
PA4569	3101	1451	3292	6674	4303	5715
PA4570	1291	742	1669	57	85	57
PA4571	1085	1103	1155	6720	8242	6926
PA4572	2671	6513	4531	5018	4824	4879
PA4573	1715	4188	2813	253	441	338
PA4574	230	133	290	509	312	370
PA4575	831	2588	2076	796	824	735
PA4576	2861	3180	4629	9579	10859	10543
PA4577	489	1885	953	2926	4226	2579
PA4578	8961	2706	9339	32147	12857	20237
PA4579	843	995	1118	5037	5962	4866
PA4580	330	269	380	893	911	910
PA4581	478	518	705	1650	1757	1755
PA4581.1	841	715	967	1931	1979	1695
PA4582	262	217	323	1121	1881	1222
PA4583	196	120	346	1156	1466	1279
PA4584	176	211	299	631	950	729
PA4585	135	283	258	617	868	585
PA4586	111	144	246	401	557	318
PA4587	1092	1064	1862	1421	1871	1207
PA4588	585	666	1034	1346	1687	1327
PA4589	277	297	347	217	296	234
PA4590	1287	753	1061	212	153	144
PA4591	303	247	488	232	230	184
PA4592	239	196	377	423	350	376
PA4593	85	99	131	130	140	124
PA4594	338	231	559	161	134	146
PA4595	5040	3555	7053	13606	12309	16405
PA4596	76	253	180	505	1453	441
PA4597	135	145	281	399	432	363
PA4598	209	369	409	538	700	637
PA4599	53	124	77	192	413	200
PA4600	280	191	565	918	546	746
PA4601	1012	1478	1802	4750	5814	3963
PA4602	4587	2834	4450	18217	14204	21205
PA4603	228	247	388	327	252	282
PA4604	930	855	1689	746	708	752
PA4605	980	2053	1856	1294	1425	1343
PA4606	7613	10219	14219	10960	8835	9133
PA4607	42037	24854	46640	5362	3585	4743
PA4608	1715	1242	2810	890	773	810
PA4609	1095	1585	1799	2029	2315	2446
PA4610	212	569	538	827	949	718
PA4611	3976	2472	6171	3849	2975	4043
PA4612	104	118	145	132	192	141
PA4613	246	287	387	620	516	540
PA4614	4482	2405	7430	1917	1427	2121
PA4615	1241	768	1665	1350	1012	1014
PA4616	127	69	147	623	607	603
PA4617	555	793	1030	2157	2436	2030
PA4618	499	966	1151	1916	2912	1943
PA4619	189	240	407	2758	3170	2833
PA4620	27	41	76	873	1435	1100
PA4621	252	346	478	5784	8579	7134
PA4622	94	159	128	496	529	508
PA4623	71	71	62	130	141	111
PA4624	724	536	1247	777	811	653
PA4625	1316	1450	2257	2627	3098	2341
PA4626	401	290	424	1182	1249	1096
PA4627	402	945	526	1999	2345	1919
PA4628	793	688	1032	3679	3618	3104
PA4629	182	129	214	628	614	574
PA4630	361	328	568	628	468	511
PA4631	806	1014	993	4519	5582	5262
PA4632	1420	690	1262	5871	5652	6721
PA4633	587	883	1016	1256	1486	999
PA4634	431	631	607	709	828	743
PA4635	63	127	117	173	251	161
PA4635a	122	137	197	165	172	177
PA4636a	50	125	81	30	84	53
PA4636	910	722	1196	4133	3215	3813
PA4637	329	2124	724	1859	2279	1603
PA4637a	19881	15133	18549	440	401	456
PA4639	2193	2934	3789	8185	6623	8137
PA4640	1888	2263	2652	10409	10100	10893
PA4642	224	397	483	721	625	681
PA4643	715	1250	907	1659	2009	1663
PA4644	126	133	167	924	696	997
PA4645	727	296	801	2131	1153	2032
PA4646	971	742	1196	1713	1571	1892
PA4647	1298	1207	2046	3205	2739	2748
PA4648	1363	901	1064	113	135	107
PA4649	253	310	288	141	234	213
PA4650	252	284	269	73	117	86
PA4651	494	644	557	115	132	128
PA4652	349	427	480	175	240	209
PA4653	270	358	435	281	271	265
PA4654	131	152	233	79	157	122
PA4655	1142	1407	1642	2507	3026	2809
PA4656	854	1336	1416	1485	2162	1697
PA4657	2102	2511	3588	1585	1598	1533
PA4658	1371	1075	2455	914	854	584
PA4659	276	268	601	329	320	304
PA4660	691	1275	1295	2276	2939	2474
PA4661	1945	4827	5662	22493	22935	26432
PA4662	443	779	781	3262	4221	3236
PA4663	357	373	745	2121	1999	2007
PA4664	664	1447	1000	6248	8379	6451
PA4665	942	1009	1478	6668	7460	6477
PA4666	861	1056	1452	4888	4834	4749
PA4667	3785	3686	5885	8347	9648	7423
PA4668	551	1111	925	1968	2357	1687
PA4669	2353	832	2376	9313	4757	5182
PA4669.1	357	110	265	822	495	515
PA4670	4743	2313	4989	24473	14961	18686
PA4671	10295	3825	11337	69501	35469	59976
PA4672	439	303	472	1337	1178	1377
PA4673	1539	1101	1743	5435	4967	6452
PA4673.1	12	6	14	10	15	10
PA4674	310	346	581	383	421	374
PA4675	598	607	668	2929	2427	2444
PA4676	567	291	776	1328	906	1258
PA4677	627	1207	1318	412	501	456
PA4678	197	170	287	695	632	590
PA4679	324	1163	665	964	1564	1038
PA4680	102	106	180	51	57	46
PA4681	252	146	440	119	99	72
PA4682	401	430	684	224	247	210
PA4683	167	203	335	703	665	495
PA4684	674	584	780	3625	3708	3449
PA4685	2	2	0	0	4	4
PA4686	1808	1374	2627	9037	9279	10301
PA4687	1940	1855	2745	4726	3833	4683
PA4688	202	460	438	2328	2361	1930
PA4689	1764	1706	2753	5629	5422	5575
PA4690	263	248	399	565	493	527
PA4690a	490	286	604	635	652	629
PA4690.1	522	30	465	1672	936	855
PA4690.2	1118831	14287	504649	433141	19782	46994
PA4690.3	51	65	61	163	224	239
PA4690.4	357	203	224	1027	950	1182
PA4690.5	706766	3101	412679	143533	8382	22458
PA4691	333	800	553	364	462	368
PA4692	912	1689	1408	830	944	849
PA4693	2325	2603	3802	8440	6263	7876
PA4694	3002	2036	4614	21345	17301	17593
PA4695	741	305	919	2649	2707	2215
PA4696	2858	2599	3923	11246	12884	10580
PA4697	702	543	862	1928	1784	1792
PA4698	208	1590	618	1605	2958	1844
PA4699	764	2749	1582	2592	5249	3273
PA4700	2449	2757	4198	9242	9151	7434
PA4701	4259	4193	5699	9191	8257	9943
PA4702	1892	1607	2670	308	339	282
PA4703	1139	1724	1422	172	247	132
PA4704	589	561	723	745	724	767
PA4704.1	1541	192	563	102	77	85
PA4704.2	3143	264	1631	54	67	70
PA4705	338	409	564	1024	1009	1144
PA4706	82	173	282	194	208	165
PA4707	334	698	554	467	502	461
PA4708	839	936	1747	381	425	379
PA4709	904	1531	1868	156	184	136
PA4710	1077	1285	1540	408	496	368
PA4711	112	299	176	586	633	567
PA4712	146	300	268	452	622	421
PA4713	200	991	724	327	480	359
PA4714	4049	5105	5116	4159	4395	4069
PA4715	2211	952	1630	6535	5004	5882
PA4716	663	906	1216	1349	1774	1143
PA4717	1014	1749	2078	1635	1791	1531
PA4718	537	700	725	1491	1737	1070
PA4719	653	549	697	2998	2693	2823
PA4720	479	587	630	4940	5853	4945
PA4721	391	433	787	1377	1601	1410
PA4722	1653	4501	3002	1914	2281	1988
PA4723	4944	4578	5155	19639	16629	19783
PA4724	239	449	389	1900	2285	1853
PA4724.1	32	29	49	37	58	42
PA4725	1745	1902	2347	5326	5341	4117
PA4726	6699	8660	11348	10435	12889	10637
PA4726.1	42	25	36	9	12	5
PA4726.11	3264	2165	4263	2269	135	202
PA4726.2	0	0	0	0	0	0
PA4727	2372	3485	3648	10407	11154	10288
PA4728	253	454	528	2122	1857	1613
PA4729	808	1016	1025	3417	4167	4586
PA4730	527	651	868	3757	3404	3832
PA4731	331	205	386	1547	974	1503
PA4732	3475	2842	5971	7293	6273	6504
PA4733	3562	2706	4910	1477	1457	1322
PA4734	790	1458	1151	1933	2092	2015
PA4735	5786	4138	9309	9481	8552	7128
PA4736	329	503	552	670	882	719
PA4737	613	506	1078	1142	1162	957
PA4738	6169	955	1729	3031	1296	1412
PA4739	5732	797	1393	1912	836	756
PA4740	17575	8959	24771	27693	31893	32649
PA4741	4581	2353	6580	9521	7241	9078
PA4742	4853	6486	7489	7854	9291	8212
PA4743	569	100	744	906	762	1072
PA4744	14223	9475	18590	38351	44730	50138
PA4745	8363	5093	9550	16301	19429	19163
PA4746	2443	1156	2390	2674	2398	1878
PA4746.1	994	711	1191	1057	1472	865
PA4746.2	457	443	529	774	1131	806
PA4747	4535	2645	5179	7554	8980	7813
PA4748	7221	6129	8662	33309	40421	35616
PA4749	4298	3516	6774	14132	14729	14830
PA4750	1333	1657	2414	3795	5022	3844
PA4751	27603	21630	43209	39017	37356	35404
PA4752	3030	5327	5458	2768	3472	3114
PA4753	2102	830	2616	2611	2171	2038
PA4754	633	724	1099	2138	2166	2132
PA4755	847	1382	1755	3219	3311	3960
PA4756	6996	7071	12581	14442	15437	16491
PA4757	904	1062	1696	1339	1818	1399
PA4758	3920	3214	7148	5577	5396	5702
PA4758.1	2	3	4	4	1	3
PA4759	1846	3125	3362	5374	5325	8121
PA4760	3318	4054	5863	7847	7216	11239
PA4761	70887	33948	93654	60270	37783	80087
PA4762	9858	12109	14012	12093	10962	19200
PA4763	7068	6169	11637	35883	41258	35148
PA4764	4897	4977	9722	4985	4089	4828
PA4765	4225	1332	5160	4539	1932	2444
PA4766	167	250	333	694	638	631
PA4767	666	1186	1096	2109	2394	2304
PA4768	820	248	1149	2175	1091	1628
PA4769	733	1248	1145	3387	3721	3804
PA4770	573	652	1047	10055	7209	7894
PA4771	169	293	260	5402	5372	4825
PA4772	321	354	497	7145	5595	6028
PA4773	169	89	182	1565	1791	1652
PA4774	150	152	191	2968	4613	3502
PA4775	168	188	270	980	1618	873
PA4776	208	124	255	707	728	691
PA4777	117	231	213	975	1464	994
PA4778	3479	1826	4962	1155	765	885
PA4779	161	356	326	352	442	350
PA4780	678	1061	962	1838	2086	2083
PA4781	972	1883	1865	1009	1226	919
PA4782	42	113	58	790	1076	971
PA4783	77	210	130	523	667	452
PA4784	159	178	205	575	731	616
PA4785	1028	1203	1580	822	1044	820
PA4786	665	1582	1639	530	752	504
PA4787	1443	3416	2754	2113	2522	2046
PA4788	313	503	556	134	126	117
PA4789	82	57	116	255	172	250
PA4790	149	195	270	462	429	416
PA4791	143	588	331	375	444	338
PA4792	313	593	629	427	488	503
PA4793	1289	950	1740	1783	1102	1476
PA4794	207	342	403	399	436	417
PA4795	37	167	143	221	249	76
PA4796	247	510	465	546	649	568
PA4797	216	218	374	329	354	316
PA4798	1224	1507	1633	1503	1903	1475
PA4799	208	375	318	276	455	289
PA4800	93	139	146	430	550	379
PA4801	284	171	351	932	625	594
PA4802	113	226	173	599	735	526
PA4802.1	34	53	46	60	75	52
PA4803	523	715	1171	754	677	641
PA4804	288	258	401	466	403	343
PA4805	101	136	161	193	271	208
PA4806	164	193	209	394	422	271
PA4807	275	591	664	1448	1590	1291
PA4808	503	472	932	1683	1805	1518
PA4809	306	637	566	1049	1761	1230
PA4810	401	744	954	1658	2886	2244
PA4811	1458	1476	2853	4080	7940	6120
PA4812	6672	6772	13178	17855	30010	27891
PA4813	60	130	135	114	154	137
PA4814	59	106	116	84	114	85
PA4815	128	197	180	524	544	503
PA4816	269	221	365	576	698	539
PA4817	32	31	28	308	439	341
PA4818	33	57	58	106	210	132
PA4819	19	36	30	48	81	62
PA4820	31	10	56	78	52	54
PA4821	123	340	324	722	748	566
PA4822	105	113	168	832	824	668
PA4823	1	3	4	44	47	44
PA4824	12	19	15	253	215	272
PA4825	148	171	210	2806	1723	2458
PA4826	289	160	168	1568	1551	1389
PA4827	321	468	524	665	690	728
PA4828	132	196	237	120	87	145
PA4829	544	906	848	437	549	553
PA4830	33	181	70	296	375	345
PA4831	139	184	266	568	417	662
PA4832	39	97	106	319	268	388
PA4833	497	646	917	556	546	511
PA4834	113	78	137	162	119	120
PA4835	83	99	152	209	144	145
PA4836	22	43	64	74	73	79
PA4837	155	147	189	251	242	212
PA4838	106	74	169	531	418	462
PA4839	1183	1345	2005	3643	4132	4637
PA4840	188	513	281	1303	1630	2008
PA4841	678	1235	1360	1607	1868	1642
PA4842	5280	6312	8783	7110	7894	8261
PA4843	216	269	300	5539	5142	4422
PA4844	62	118	131	401	385	317
PA4845	707	1485	1347	3526	3973	3227
PA4846	1323	567	1804	2574	1787	2031
PA4847	504	1151	1350	2900	4198	3728
PA4848	4943	7203	11449	44343	49953	55033
PA4849	87	135	124	646	805	582
PA4850	1391	1339	1762	5443	6076	5236
PA4851	1524	1499	2384	4602	4482	4302
PA4852	2601	2874	3138	13657	13691	14164
PA4853	537	160	436	2007	1327	1958
PA4854	1326	1083	1468	8974	9851	10516
PA4855	842	750	990	5209	5961	5890
PA4856	1327	803	1636	5353	4384	4171
PA4857	132	121	181	206	168	210
PA4858	115	147	213	247	208	216
PA4859	41	56	41	88	95	98
PA4860	28	35	35	48	62	39
PA4861	35	30	39	78	93	83
PA4862	49	66	91	83	132	132
PA4863	207	333	309	330	439	317
PA4864	58	266	121	197	285	131
PA4865	78	69	102	118	92	96
PA4866	78	124	143	206	277	190
PA4867	114	197	128	153	310	249
PA4868	872	765	1210	1327	1438	1402
PA4869	861	1081	1107	1021	1241	1071
PA4870	690	246	706	445	215	329
PA4871	81	342	227	566	621	519
PA4872	730	787	1156	2392	2084	2274
PA4873	523	1025	1166	1413	1797	1515
PA4874	3913	3671	5623	1599	1555	1741
PA4876	2456	1468	4911	1732	1221	1430
PA4877	588	1383	2306	303	284	214
PA4878	418	553	604	685	709	599
PA4879	1272	1387	2405	1677	1830	1612
PA4880	1437	1218	1831	3040	1838	1629
PA4881	40	19	49	150	78	93
PA4882	41	70	110	134	120	118
PA4883	5	30	11	23	24	14
PA4884	39	47	55	65	60	48
PA4885	206	75	358	496	273	352
PA4886	106	189	261	685	746	554
PA4887	215	443	541	1136	1497	1134
PA4888	267	782	1275	1475	1652	1004
PA4889	171	1153	1235	1259	1642	1042
PA4890	432	935	787	2027	2269	2038
PA4891	25	58	27	102	167	116
PA4892	9	16	30	49	60	45
PA4893	92	107	69	123	166	124
PA4894	34	62	66	115	166	100
PA4895	71	170	114	66	106	48
PA4896	448	294	513	73	76	67
PA4897	555	462	609	421	545	458
PA4898	103	123	141	78	129	101
PA4899	1095	1393	1317	248	327	283
PA4900	314	1330	688	118	173	123
PA4901	124	202	211	169	244	137
PA4902	130	119	185	236	154	153
PA4903	78	209	150	101	125	78
PA4904	112	110	150	103	109	105
PA4905	53	85	74	106	111	64
PA4906	434	437	871	858	932	770
PA4907	993	1106	1741	2514	1755	2255
PA4908	94	153	183	66	46	50
PA4909	313	219	432	142	103	128
PA4910	215	209	339	114	129	73
PA4911	150	191	193	75	81	64
PA4912	180	168	309	192	192	198
PA4913	2901	1785	4670	359	346	304
PA4914	388	767	680	751	879	739
PA4915	1442	1256	2609	1031	1072	903
PA4916	315	984	850	1535	1898	1423
PA4917	564	1317	1179	2785	2925	2686
PA4918	114	167	163	8572	6376	8897
PA4919	366	234	487	7861	6348	7764
PA4920	677	1322	1109	9424	10852	11713
PA4921	273	549	564	1553	1967	1682
PA4922	28764	9658	32856	43193	23020	29069
PA4923	259	454	295	2455	2852	2814
PA4924	461	1148	788	2400	3075	2480
PA4925	876	812	1216	288	429	337
PA4926	242	363	435	341	369	365
PA4927	491	1070	1123	850	1064	788
PA4928	1231	1285	1617	4391	4536	4984
PA4929	206	224	340	695	799	648
PA4930	311	680	516	2350	3259	2849
PA4931	1516	1475	2167	4579	5412	4897
PA4932	5453	6894	8922	38265	45796	45289
PA4933	5969	9207	10904	47236	58155	51522
PA4934	4969	2029	6445	17014	12782	18063
PA4935	10399	4438	12100	31462	29223	39504
PA4936	1174	2365	2604	3337	5313	4377
PA4937	10948	9868	20478	18116	26723	20095
PA4937.1	566	108	586	373	245	264
PA4937.2	666	103	513	649	467	566
PA4938	8244	5901	12263	16794	17876	20220
PA4939	2442	4698	4302	6772	10565	7551
PA4940	620	250	926	402	390	370
